0E,09CF,0677,0645,0630,065F
0E,09D0,0676,0645,0631,0660
0E,09D1,0679,0648,0633,0661
0E,09D2,0679,0648,0632,0662
0E,09D3,0677,0646,0632,0661
0E,09D4,0675,0645,0631,065E
0E,09D5,0676,0646,0631,065F
0E,09D6,0678,0647,0633,0662
0E,09D7,0678,0647,0633,0662
0E,09D8,0677,0647,0631,0660
0E,09D9,0676,0644,0630,065F
0E,09DA,0676,0645,0631,065F
0E,09DB,0679,0647,0632,0662
0E,09DC,0679,0647,0633,0663
0E,09DD,0679,0646,0631,0661
0E,09DE,0676,0645,0630,065F
0E,09DF,0676,0645,0631,0660
0E,09E0,0679,0647,0633,0661
0E,09E1,0679,0647,0633,0662
0E,09E2,0677,0646,0632,0661
0E,09E3,0676,0645,0631,065F
0E,09E4,0677,0645,0631,0660
0E,09E5,0678,0647,0632,0661
0E,09E6,0678,0647,0633,0662
0E,09E7,0677,0646,0632,0661
0E,09E8,0676,0644,0631,0660
0E,09E9,0676,0645,0631,065F
0E,09EA,0679,0647,0632,0662
0E,09EB,0679,0647,0632,0662
0E,09EC,0678,0647,0632,0661
0E,09ED,0676,0645,0630,065F
0E,09EE,0676,0645,0631,0660
0E,09EF,0679,0647,0632,0662
0E,09F0,0679,0648,0633,0662
0E,09F1,0677,0646,0631,0660
0E,09F2,0675,0644,0631,065F
0E,09F3,0676,0645,0631,0660
0E,09F4,0679,0646,0632,0662
0E,09F5,0679,0646,0632,0662
0E,09F6,0678,0646,0631,0660
0E,09F7,0676,0644,0630,065F
0E,09F8,0676,0645,0631,065F
0E,09F9,0679,0647,0632,0661
0E,09FA,0679,0647,0632,0661
0E,09FB,0677,0646,0631,0660
0E,09FC,0676,0645,0631,065F
0E,09FD,0676,0645,0631,0660
0E,09FE,0678,0647,0632,0661
0E,09FF,0679,0648,0633,0662
0E,0A00,0677,0646,0632,0661
0E,0A01,0676,0645,0631,065F
0E,0A02,0677,0645,0630,065E
0E,0A03,0678,0647,0633,0662
0E,0A04,0678,0648,0633,0662
0E,0A05,0678,0646,0632,0661
0E,0A06,0676,0645,0631,065F
0E,0A07,0676,0645,0631,0660
0E,0A08,0678,0647,0632,0662
0E,0A09,0679,0647,0633,0662
0E,0A0A,0678,0646,0631,0661
0E,0A0B,0677,0645,0630,065F
0E,0A0C,0676,0644,0630,0660
0E,0A0D,0678,0647,0632,0661
0E,0A0E,0679,0647,0632,0662
0E,0A0F,0677,0646,0632,0661
0E,0A10,0676,0645,0630,065F
0E,0A11,0676,0645,0631,0660
0E,0A12,0679,0647,0632,0662
0E,0A13,0679,0647,0633,0662
0E,0A14,0678,0646,0632,0661
0E,0A15,0676,0644,0630,0660
0E,0A16,0675,0644,0630,0660
0E,0A17,0678,0647,0632,0661
0E,0A18,0678,0647,0632,0662
0E,0A19,0677,0646,0631,0660
0E,0A1A,0676,0645,0630,065F
0E,0A1B,0676,0644,0630,0660
0E,0A1C,0679,0647,0633,0661
0E,0A1D,0679,0648,0633,0662
0E,0A1E,0677,0646,0632,0661
0E,0A1F,0676,0645,0631,065F
0E,0A20,0676,0645,0630,065F
0E,0A21,0679,0647,0633,0662
0E,0A22,0678,0647,0634,0662
0E,0A23,0678,0646,0632,0660
0E,0A24,0676,0645,0630,065F
0E,0A25,0676,0645,0631,065F
0E,0A26,0678,0647,0633,0662
0E,0A27,0679,0647,0633,0662
0E,0A28,0678,0647,0631,0661
0E,0A29,0676,0645,0630,065E
0E,0A2A,0676,0645,0630,0660
0E,0A2B,0679,0647,0632,0661
0E,0A2C,0679,0647,0632,0662
0E,0A2D,0677,0646,0632,0660
0E,0A2E,0676,0645,0630,065F
0E,0A2F,0676,0645,0630,065F
0E,0A30,0678,0647,0633,0662
0E,0A31,0678,0648,0633,0662
0E,0A32,0678,0646,0632,0660
0E,0A33,0677,0645,0630,065F
0E,0A34,0676,0645,0631,0660
0E,0A35,0679,0647,0632,0661
0E,0A36,0679,0647,0633,0662
0E,0A37,0677,0646,0632,0660
0E,0A38,0676,0645,0630,065F
0E,0A39,0675,0644,0630,065F
0E,0A3A,0678,0647,0632,0661
0E,0A3B,067A,0648,0632,0663
0E,0A3C,0677,0647,0632,0660
0E,0A3D,0676,0645,0631,065F
0E,0A3E,0676,0646,0630,065F
0E,0A3F,0679,0647,0632,0661
0E,0A40,0679,0647,0633,0662
0E,0A41,0678,0646,0631,0660
0E,0A42,0675,0644,0630,065E
0E,0A43,0676,0645,0631,065F
0E,0A44,0678,0646,0632,0662
0E,0A45,0679,0647,0632,0662
0E,0A46,0678,0646,0631,0660
0E,0A47,0676,0645,0630,065F
0E,0A48,0675,0644,0631,065F
0E,0A49,0678,0647,0633,0661
0E,0A4A,0679,0647,0633,0662
0E,0A4B,0678,0646,0631,0661
0E,0A4C,0675,0645,0630,065F
0E,0A4D,0676,0645,0630,065E
0E,0A4E,0678,0647,0632,0661
0E,0A4F,0678,0647,0633,0662
0E,0A50,0678,0646,0630,0660
0E,0A51,0676,0644,0630,065F
0E,0A52,0676,0645,0630,065F
0E,0A53,0678,0647,0632,0661
0E,0A54,0679,0647,0632,0661
0E,0A55,0677,0646,0632,0661
0E,0A56,0677,0645,0631,065F
0E,0A57,0677,0645,0631,0660
0E,0A58,0678,0647,0632,0661
0E,0A59,0678,0648,0633,0661
0E,0A5A,0677,0646,0632,0660
0E,0A5B,0676,0645,0631,065F
0E,0A5C,0676,0645,0630,065F
0E,0A5D,0678,0647,0632,0662
0E,0A5E,0679,0647,0632,0662
0E,0A5F,0677,0646,0631,0660
0E,0A60,0676,0645,0630,065E
0E,0A61,0676,0644,0630,065F
0E,0A62,0678,0647,0632,0662
0E,0A63,0678,0647,0632,0662
0E,0A64,0677,0646,0632,0661
0E,0A65,0676,0646,0630,065E
0E,0A66,0676,0644,0630,0660
0E,0A67,0678,0647,0632,0661
0E,0A68,0679,0647,0632,0662
0E,0A69,0678,0646,0631,0661
0E,0A6A,0676,0645,0631,0660
0E,0A6B,0676,0646,0630,065F
0E,0A6C,0678,0647,0632,0662
0E,0A6D,0679,0647,0633,0663
0E,0A6E,0677,0646,0631,0661
0E,0A6F,0676,0645,0630,065F
0E,0A70,0675,0645,0630,065F
0E,0A71,0678,0647,0632,0661
0E,0A72,067A,0647,0633,0662
0E,0A73,0677,0646,0633,0661
0E,0A74,0676,0646,0630,065E
0E,0A75,0676,0644,0630,065F
0E,0A76,0677,0647,0632,0661
0E,0A77,0679,0648,0633,0662
0E,0A78,0677,0646,0632,0661
0E,0A79,0676,0645,0630,065F
0E,0A7A,0676,0645,0630,065F
0E,0A7B,0678,0647,0631,0661
0E,0A7C,0678,0647,0633,0662
0E,0A7D,0677,0646,0631,0661
0E,0A7E,0677,0644,0630,065F
0E,0A7F,0675,0644,0631,065F
0E,0A80,0678,0647,0632,0661
0E,0A81,0679,0647,0632,0661
0E,0A82,0677,0646,0632,0660
0E,0A83,0676,0645,0630,065F
0E,0A84,0676,0644,0630,0660
0E,0A85,0679,0646,0632,0661
0E,0A86,067A,0648,0632,0662
0E,0A87,0677,0646,0632,0660
0E,0A88,0676,0644,0630,0660
0E,0A89,0676,0645,0630,065F
0E,0A8A,0679,0646,0632,0662
0E,0A8B,0679,0647,0632,0662
0E,0A8C,0678,0646,0631,0660
0E,0A8D,0675,0644,0631,0660
0E,0A8E,0675,0645,0631,065F
0E,0A8F,0678,0646,0632,0661
0E,0A90,0679,0647,0633,0662
0E,0A91,0678,0647,0632,0661
0E,0A92,0676,0645,0630,065F
0E,0A93,0676,0644,0630,065F
0E,0A94,0678,0647,0633,0661
0E,0A95,067A,0648,0633,0661
0E,0A96,0677,0646,0631,0661
0E,0A97,0676,0644,0630,065F
0E,0A98,0676,0645,062F,065E
0E,0A99,0678,0646,0632,0661
0E,0A9A,0678,0647,0633,0662
0E,0A9B,0678,0646,0631,0660
0E,0A9C,0676,0645,0630,065F
0E,0A9D,0675,0644,0630,0660
0E,0A9E,0679,0647,0632,0661
0E,0A9F,0678,0647,0633,0662
0E,0AA0,0678,0646,0631,0661
0E,0AA1,0676,0645,0630,065F
0E,0AA2,0676,0644,0630,065F
0E,0AA3,0678,0647,0631,0661
0E,0AA4,0679,0648,0632,0661
0E,0AA5,0677,0645,0632,0660
0E,0AA6,0676,0644,0631,065F
0E,0AA7,0675,0645,0630,065E
0E,0AA8,0678,0646,0632,0662
0E,0AA9,0679,0647,0632,0662
0E,0AAA,0678,0646,0631,0661
0E,0AAB,0675,0644,0630,065F
0E,0AAC,0675,0644,0630,065F
0E,0AAD,0678,0646,0632,0661
0E,0AAE,0679,0647,0632,0662
0E,0AAF,0677,0646,0632,0661
0E,0AB0,0676,0645,0631,065E
0E,0AB1,0675,0644,0630,065F
0E,0AB2,0678,0647,0633,0662
0E,0AB3,0679,0648,0633,0661
0E,0AB4,0677,0645,0631,0661
0E,0AB5,0675,0645,0631,0660
0E,0AB6,0675,0645,0630,065E
0E,0AB7,0678,0646,0632,0661
0E,0AB8,0678,0647,0633,0662
0E,0AB9,0677,0646,0631,0660
0E,0ABA,0676,0644,0630,065F
0E,0ABB,0675,0644,0630,065F
0E,0ABC,0678,0647,0632,0661
0E,0ABD,0679,0647,0632,0662
0E,0ABE,0677,0646,0632,0661
0E,0ABF,0676,0645,0630,065F
0E,0AC0,0675,0644,0630,065F
0E,0AC1,0677,0648,0633,0661
0E,0AC2,0678,0647,0633,0662
0E,0AC3,0677,0646,0632,0661
0E,0AC4,0676,0645,0631,065F
0E,0AC5,0676,0645,0630,065E
0E,0AC6,0678,0646,0632,0662
0E,0AC7,0678,0647,0633,0662
0E,0AC8,0678,0646,0632,0660
0E,0AC9,0676,0645,0630,065F
0E,0ACA,0675,0644,0630,065F
0E,0ACB,0678,0647,0632,0661
0E,0ACC,0679,0647,0632,0661
0E,0ACD,0677,0647,0632,0660
0E,0ACE,0676,0645,0631,065F
0E,0ACF,0675,0644,062F,065F
0E,0AD0,0678,0646,0632,0661
0E,0AD1,0679,0647,0633,0662
0E,0AD2,0678,0646,0632,0661
0E,0AD3,0675,0645,0631,065F
0E,0AD4,0675,0645,0630,065F
0E,0AD5,0678,0646,0633,0661
0E,0AD6,0679,0646,0633,0662
0E,0AD7,0678,0646,0631,0660
0E,0AD8,0676,0644,0630,065F
0E,0AD9,0675,0645,0630,065F
0E,0ADA,0678,0646,0632,0661
0E,0ADB,0679,0647,0632,0662
0E,0ADC,0678,0646,0632,0661
0E,0ADD,0677,0645,0630,065F
0E,0ADE,0676,0644,0630,065E
0E,0ADF,0678,0647,0632,0661
0E,0AE0,0679,0647,0632,0662
0E,0AE1,0677,0646,0631,0661
0E,0AE2,0676,0644,0630,065F
0E,0AE3,0675,0644,0630,065E
0E,0AE4,0678,0647,0632,0661
0E,0AE5,0678,0647,0633,0662
0E,0AE6,0677,0646,0632,0660
0E,0AE7,0676,0644,0630,065F
0E,0AE8,0675,0644,0630,065F
0E,0AE9,0679,0647,0631,0661
0E,0AEA,0678,0647,0632,0662
0E,0AEB,0677,0647,0632,0661
0E,0AEC,0675,0645,0631,065F
0E,0AED,0675,0644,0630,065F
0E,0AEE,0678,0647,0632,0660
0E,0AEF,0679,0647,0632,0661
0E,0AF0,0677,0646,0631,0660
0E,0AF1,0675,0644,0631,0660
0E,0AF2,0675,0645,0630,065E
0E,0AF3,0678,0646,0632,0661
0E,0AF4,0679,0647,0633,0663
0E,0AF5,0678,0646,0631,0661
0E,0AF6,0676,0645,0630,065F
0E,0AF7,0675,0644,0630,0660
0E,0AF8,0679,0646,0632,0661
0E,0AF9,0679,0647,0632,0662
0E,0AFA,0677,0646,0632,0661
0E,0AFB,0676,0645,0631,065F
0E,0AFC,0676,0645,062F,065F
0E,0AFD,0678,0646,0632,0661
0E,0AFE,0679,0647,0633,0662
0E,0AFF,0678,0645,0631,0661
0E,0B00,0676,0644,0630,065F
0E,0B01,0676,0645,0630,065E
0E,0B02,0678,0646,0633,0661
0E,0B03,0679,0647,0633,0662
0E,0B04,0678,0646,0632,0661
0E,0B05,0676,0645,0630,065F
0E,0B06,0676,0643,0630,065F
0E,0B07,0677,0647,0632,0661
0E,0B08,0679,0648,0633,0661
0E,0B09,0677,0646,0632,0661
0E,0B0A,0676,0645,0631,065F
0E,0B0B,0676,0644,0630,065F
0E,0B0C,0677,0646,0632,0661
0E,0B0D,0679,0647,0632,0662
0E,0B0E,0678,0645,0632,0661
0E,0B0F,0676,0644,0631,065F
0E,0B10,0676,0645,0630,065F
0E,0B11,0678,0646,0632,0661
0E,0B12,0678,0647,0632,0662
0E,0B13,0678,0646,0631,0660
0E,0B14,0677,0645,0630,065F
0E,0B15,0675,0644,0630,065F
0E,0B16,0678,0647,0632,0661
0E,0B17,0679,0647,0632,0662
0E,0B18,0677,0646,0632,0661
0E,0B19,0675,0645,0631,065F
0E,0B1A,0675,0645,062F,065E
0E,0B1B,0678,0646,0632,0661
0E,0B1C,0679,0647,0633,0662
0E,0B1D,0678,0646,0631,0661
0E,0B1E,0676,0644,0630,065F
0E,0B1F,0675,0645,062F,065F
0E,0B20,0678,0646,0632,0662
0E,0B21,0679,0646,0633,0662
0E,0B22,0677,0646,0631,0660
0E,0B23,0677,0645,0630,065E
0E,0B24,0675,0644,062F,065F
0E,0B25,0679,0647,0632,0661
0E,0B26,0679,0647,0632,0662
0E,0B27,0676,0646,0632,0660
0E,0B28,0676,0645,0631,065F
0E,0B29,0675,0644,0630,065F
0E,0B2A,0678,0647,0633,0661
0E,0B2B,0678,0648,0632,0661
0E,0B2C,0678,0646,0631,0660
0E,0B2D,0676,0644,0630,0660
0E,0B2E,0675,0644,0630,065E
0E,0B2F,0678,0647,0631,0660
0E,0B30,0679,0647,0632,0661
0E,0B31,0677,0646,0632,0660
0E,0B32,0676,0645,0630,065F
0E,0B33,0675,0644,0630,065E
0E,0B34,0678,0647,0631,0660
0E,0B35,0679,0647,0632,0661
0E,0B36,0677,0646,0632,0660
0E,0B37,0675,0645,0631,065F
0E,0B38,0676,0645,0630,065E
0E,0B39,0678,0646,0632,0661
0E,0B3A,0679,0647,0633,0662
0E,0B3B,0678,0646,0632,0661
0E,0B3C,0675,0645,0630,065F
0E,0B3D,0674,0645,0630,065F
0E,0B3E,0678,0646,0632,0661
0E,0B3F,0678,0647,0632,0663
0E,0B40,0677,0646,0631,0660
0E,0B41,0676,0645,0630,065F
0E,0B42,0675,0644,0630,065F
0E,0B43,0678,0646,0632,0661
0E,0B44,0679,0647,0632,0662
0E,0B45,0677,0646,0631,0661
0E,0B46,0676,0645,0630,0660
0E,0B47,0676,0644,062F,065F
0E,0B48,0678,0646,0632,0661
0E,0B49,0678,0646,0632,0662
0E,0B4A,0678,0646,0631,0660
0E,0B4B,0676,0645,0630,065F
0E,0B4C,0675,0644,0630,065F
0E,0B4D,0678,0646,0632,0661
0E,0B4E,0678,0646,0632,0662
0E,0B4F,0678,0646,0632,0661
0E,0B50,0677,0645,0630,065F
0E,0B51,0675,0644,062F,065F
0E,0B52,0678,0646,0631,0661
0E,0B53,0679,0648,0632,0661
0E,0B54,0678,0647,0632,0661
0E,0B55,0676,0645,0630,0660
0E,0B56,0676,0644,062F,065E
0E,0B57,0678,0646,0632,0661
0E,0B58,0678,0647,0633,0662
0E,0B59,0678,0646,0631,0660
0E,0B5A,0676,0644,0631,065F
0E,0B5B,0676,0645,0630,065F
0E,0B5C,0678,0646,0631,0661
0E,0B5D,0679,0646,0632,0662
0E,0B5E,0677,0647,0632,0660
0E,0B5F,0676,0645,0630,065F
0E,0B60,0675,0644,062F,065E
0E,0B61,0678,0646,0632,0662
0E,0B62,0679,0647,0633,0662
0E,0B63,0678,0646,0631,0661
0E,0B64,0675,0645,0630,065F
0E,0B65,0676,0645,062F,065E
0E,0B66,0677,0646,0632,0662
0E,0B67,0679,0647,0633,0662
0E,0B68,0678,0646,0631,0660
0E,0B69,0677,0645,0630,065F
0E,0B6A,0675,0645,0630,065F
0E,0B6B,0678,0646,0632,0661
0E,0B6C,0678,0647,0633,0661
