0D,0980,0641,0638,065C,0666
0D,0981,0641,0638,065C,0665
0D,0982,0643,063A,065E,0668
0D,0983,0644,063B,065F,0669
0D,0984,0642,063A,065E,0667
0D,0985,0641,0638,065D,0665
0D,0986,0640,0637,065B,0665
0D,0987,0644,0639,065D,0668
0D,0988,0645,0639,065E,066A
0D,0989,0644,0637,065C,0669
0D,098A,0643,0637,065A,0667
0D,098B,0643,0636,0659,0667
0D,098C,0645,0637,065C,066B
0D,098D,0646,0638,065D,066B
0D,098E,0645,0637,065B,0669
0D,098F,0643,0637,065A,0668
0D,0990,0642,0636,065A,0667
0D,0991,0645,0638,065C,0669
0D,0992,0645,0639,065E,066B
0D,0993,0643,0639,065D,0668
0D,0994,0642,0638,065C,0666
0D,0995,0642,0637,065B,0666
0D,0996,0643,063A,065E,0668
0D,0997,0644,063B,065F,0669
0D,0998,0642,0639,065D,0667
0D,0999,0641,0639,065C,0665
0D,099A,0640,0638,065C,0665
0D,099B,0642,063A,065F,0668
0D,099C,0643,063B,065F,0668
0D,099D,0642,063A,065D,0667
0D,099E,0642,0637,065B,0666
0D,099F,0641,0636,065B,0666
0D,09A0,0644,0639,065D,0669
0D,09A1,0645,063A,065E,066A
0D,09A2,0644,0639,065D,0669
0D,09A3,0643,0637,065A,0668
0D,09A4,0643,0635,0659,0667
0D,09A5,0645,0637,065C,066A
0D,09A6,0646,0639,065D,066A
0D,09A7,0644,0637,065C,0669
0D,09A8,0642,0636,065A,0667
0D,09A9,0642,0637,065A,0666
0D,09AA,0644,0639,065D,0669
0D,09AB,0645,0639,065E,066A
0D,09AC,0644,0639,065D,0668
0D,09AD,0642,0637,065B,0667
0D,09AE,0641,0637,065B,0666
0D,09AF,0643,063A,065E,0668
0D,09B0,0645,063B,065F,0669
0D,09B1,0643,0639,065E,0668
0D,09B2,0641,0637,065B,0666
0D,09B3,0641,0637,065B,0666
0D,09B4,0643,063A,065E,0667
0D,09B5,0644,063B,065F,0669
0D,09B6,0643,0639,065D,0667
0D,09B7,0642,0637,065B,0666
0D,09B8,0641,0637,065B,0665
0D,09B9,0644,0639,065C,0669
0D,09BA,0644,0639,065E,0669
0D,09BB,0644,0638,065C,0668
0D,09BC,0642,0636,065A,0667
0D,09BD,0642,0636,065A,0667
0D,09BE,0644,0639,065D,0669
0D,09BF,0646,0639,065D,066A
0D,09C0,0644,0638,065C,0668
0D,09C1,0642,0636,065A,0667
0D,09C2,0642,0635,0659,0666
0D,09C3,0644,0638,065C,0669
0D,09C4,0645,0639,065E,066A
0D,09C5,0644,0638,065C,0668
0D,09C6,0642,0636,065A,0667
0D,09C7,0641,0636,065A,0666
0D,09C8,0644,0638,065D,0668
0D,09C9,0644,0639,065E,0669
0D,09CA,0643,0638,065D,0668
0D,09CB,0641,0638,065B,0665
0D,09CC,0641,0637,065B,0665
0D,09CD,0643,063A,065E,0668
0D,09CE,0643,063B,065F,0669
0D,09CF,0643,0639,065D,0667
0D,09D0,0641,0637,065B,0666
0D,09D1,0640,0637,065B,0665
0D,09D2,0643,0639,065D,0668
0D,09D3,0644,063A,065E,0669
0D,09D4,0644,0639,065D,0668
0D,09D5,0642,0636,065A,0667
0D,09D6,0641,0635,065A,0666
0D,09D7,0644,0639,065D,0669
0D,09D8,0645,0639,065E,066A
0D,09D9,0643,0638,065D,0669
0D,09DA,0642,0637,065B,0667
0D,09DB,0642,0636,065A,0667
0D,09DC,0645,0639,065D,0669
0D,09DD,0645,063A,065E,066B
0D,09DE,0644,0638,065C,0669
0D,09DF,0642,0637,065B,0668
0D,09E0,0641,0636,065A,0667
0D,09E1,0645,0639,065D,066A
0D,09E2,0644,063A,065E,066A
0D,09E3,0644,0639,065D,0668
0D,09E4,0642,0637,065B,0666
0D,09E5,0641,0637,065B,0666
0D,09E6,0644,0639,065E,0669
0D,09E7,0645,063A,065E,0669
0D,09E8,0642,0638,065D,0668
0D,09E9,0641,0638,065C,0666
0D,09EA,0641,0638,065B,0665
0D,09EB,0643,063A,065E,0668
0D,09EC,0645,063A,065E,066B
0D,09ED,0644,0638,065C,0668
0D,09EE,0641,0637,065B,0666
0D,09EF,0641,0637,065A,0666
0D,09F0,0644,0638,065D,0669
0D,09F1,0645,0639,065E,066A
0D,09F2,0643,0638,065D,0668
0D,09F3,0642,0637,065B,0666
0D,09F4,0641,0636,065A,0666
0D,09F5,0644,0639,065D,0669
0D,09F6,0645,0639,065E,0669
0D,09F7,0643,0638,065D,0669
0D,09F8,0642,0637,065B,0667
0D,09F9,0642,0636,065A,0666
0D,09FA,0644,0639,065D,066A
0D,09FB,0645,063A,065E,066A
0D,09FC,0644,0639,065D,0668
0D,09FD,0642,0637,065B,0667
0D,09FE,0641,0637,065B,0667
0D,09FF,0644,0639,065E,0669
0D,0A00,0644,063A,065F,0669
0D,0A01,0642,063A,065D,0667
0D,0A02,0641,0638,065C,0666
0D,0A03,0641,0637,065B,0666
0D,0A04,0644,0639,065D,0668
0D,0A05,0645,063A,065F,0668
0D,0A06,0643,0638,065D,0668
0D,0A07,0642,0637,065B,0666
0D,0A08,0641,0636,065B,0666
0D,0A09,0644,0639,065D,0669
0D,0A0A,0645,063A,065E,066B
0D,0A0B,0644,0638,065C,0668
0D,0A0C,0643,0637,065A,0667
0D,0A0D,0641,0637,065B,0666
0D,0A0E,0644,0639,065D,0669
0D,0A0F,0645,0639,065E,066A
0D,0A10,0643,0638,065D,0669
0D,0A11,0642,0637,065A,0667
0D,0A12,0641,0636,065A,0666
0D,0A13,0644,0639,065D,0668
0D,0A14,0645,0639,065D,0669
0D,0A15,0643,0638,065C,0668
0D,0A16,0642,0637,065B,0667
0D,0A17,0641,0636,065A,0666
0D,0A18,0643,0639,065D,0668
0D,0A19,0644,063A,065F,066A
0D,0A1A,0643,0638,065C,0668
0D,0A1B,0642,0637,065B,0666
0D,0A1C,0640,0637,065B,0666
0D,0A1D,0644,063A,065E,0668
0D,0A1E,0644,063A,065E,0669
0D,0A1F,0643,0638,065C,0668
0D,0A20,0641,0636,065B,0667
0D,0A21,0641,0637,065B,0666
0D,0A22,0643,0638,065D,0669
0D,0A23,0644,0639,065E,0669
0D,0A24,0643,0639,065C,0667
0D,0A25,0642,0636,065B,0666
0D,0A26,0641,0636,065B,0667
0D,0A27,0644,0638,065D,066A
0D,0A28,0645,0638,065D,066A
0D,0A29,0644,0638,065C,0668
0D,0A2A,0642,0637,065B,0667
0D,0A2B,0642,0636,065A,0667
0D,0A2C,0644,0638,065D,0669
0D,0A2D,0645,0639,065E,066A
0D,0A2E,0644,0638,065D,0669
0D,0A2F,0642,0637,065B,0667
0D,0A30,0642,0637,065A,0666
0D,0A31,0643,0639,065E,0669
0D,0A32,0644,063A,065F,0669
0D,0A33,0643,0639,065D,0668
0D,0A34,0642,0637,065B,0666
0D,0A35,0641,0637,065B,0666
0D,0A36,0644,0639,065D,0669
0D,0A37,0644,0639,065F,0669
0D,0A38,0643,0639,065D,0667
0D,0A39,0641,0638,065C,0666
0D,0A3A,0641,0637,065B,0666
0D,0A3B,0644,0639,065E,0668
0D,0A3C,0645,063A,065E,0669
0D,0A3D,0643,0638,065D,0668
0D,0A3E,0642,0637,065B,0668
0D,0A3F,0642,0636,065A,0667
0D,0A40,0644,0638,065D,066A
0D,0A41,0645,0639,065D,066A
0D,0A42,0644,0638,065B,0668
0D,0A43,0643,0637,065A,0667
0D,0A44,0642,0636,065A,0666
0D,0A45,0645,0638,065D,066A
0D,0A46,0646,0639,065E,066A
0D,0A47,0644,0638,065C,0668
0D,0A48,0641,0638,065B,0666
0D,0A49,0640,0637,065B,0666
0D,0A4A,0644,0639,065E,0669
0D,0A4B,0645,063A,065F,066A
0D,0A4C,0643,0638,065D,0668
0D,0A4D,0641,0637,065C,0666
0D,0A4E,0641,0638,065B,0665
0D,0A4F,0643,0639,065E,0669
0D,0A50,0644,063A,065E,0669
0D,0A51,0643,0639,065D,0668
0D,0A52,0641,0638,065C,0666
0D,0A53,0641,0637,065B,0666
0D,0A54,0644,0639,065D,0669
0D,0A55,0645,0639,065D,066A
0D,0A56,0643,0638,065D,0669
0D,0A57,0643,0638,065B,0667
0D,0A58,0643,0636,065A,0667
0D,0A59,0645,0639,065D,066A
0D,0A5A,0645,063A,065E,066B
0D,0A5B,0644,0638,065C,0668
0D,0A5C,0642,0636,065B,0667
0D,0A5D,0642,0636,065B,0667
0D,0A5E,0644,0639,065D,0669
0D,0A5F,0644,063A,065D,066A
0D,0A60,0643,0639,065C,0667
0D,0A61,0642,0637,065B,0667
0D,0A62,0641,0637,065B,0666
0D,0A63,0644,063A,065D,0668
0D,0A64,0644,063A,065E,0669
0D,0A65,0642,0639,065D,0667
0D,0A66,0641,0637,065B,0666
0D,0A67,0641,0637,065B,0665
0D,0A68,0643,0639,065D,0669
0D,0A69,0644,063A,065F,0669
0D,0A6A,0643,0639,065C,0668
0D,0A6B,0642,0637,065A,0666
0D,0A6C,0641,0636,065B,0666
0D,0A6D,0644,0639,065D,0669
0D,0A6E,0645,0639,065E,066A
0D,0A6F,0644,0639,065D,0668
0D,0A70,0642,0637,065B,0666
0D,0A71,0642,0636,065B,0667
0D,0A72,0645,0639,065D,0669
0D,0A73,0646,063A,065D,066A
0D,0A74,0644,0638,065C,0669
0D,0A75,0643,0636,065A,0668
0D,0A76,0643,0636,065A,0667
0D,0A77,0644,0639,065D,0669
0D,0A78,0645,063A,065F,066A
0D,0A79,0644,0638,065C,0669
0D,0A7A,0642,0637,065A,0666
0D,0A7B,0641,0637,065B,0666
0D,0A7C,0644,063A,065E,0669
0D,0A7D,0644,063A,065F,0669
0D,0A7E,0643,0639,065D,0668
0D,0A7F,0641,0637,065B,0666
0D,0A80,0641,0637,065A,0665
0D,0A81,0644,063A,065E,0668
0D,0A82,0645,063B,065E,0669
0D,0A83,0643,0639,065C,0667
0D,0A84,0641,0637,065B,0666
0D,0A85,0641,0637,065C,0666
0D,0A86,0644,0639,065D,0668
0D,0A87,0644,063A,065F,066A
0D,0A88,0644,0639,065D,0668
0D,0A89,0642,0637,065B,0667
0D,0A8A,0642,0636,065A,0666
0D,0A8B,0644,0638,065D,0669
0D,0A8C,0646,0639,065C,066A
0D,0A8D,0644,0638,065C,0669
0D,0A8E,0643,0636,065A,0667
0D,0A8F,0642,0635,065A,0667
0D,0A90,0645,0639,065D,0669
0D,0A91,0645,063A,065E,066A
0D,0A92,0644,0638,065D,0668
0D,0A93,0642,0637,065B,0666
0D,0A94,0641,0638,065B,0665
0D,0A95,0643,063A,065E,0669
0D,0A96,0644,063A,065F,0669
0D,0A97,0643,0639,065E,0668
0D,0A98,0642,0637,065B,0666
0D,0A99,0641,0636,065B,0666
0D,0A9A,0644,063A,065E,0669
0D,0A9B,0645,063A,065E,0669
0D,0A9C,0643,0638,065D,0668
0D,0A9D,0641,0637,065C,0666
0D,0A9E,0641,0636,065A,0666
0D,0A9F,0645,063A,065E,0669
0D,0AA0,0645,063A,065F,066A
0D,0AA1,0644,0639,065C,0668
0D,0AA2,0642,0637,065B,0667
0D,0AA3,0641,0637,065B,0666
0D,0AA4,0645,063A,065E,066A
0D,0AA5,0645,0639,065E,066A
0D,0AA6,0643,0639,065D,0668
0D,0AA7,0642,0638,065B,0666
0D,0AA8,0642,0636,065B,0667
0D,0AA9,0645,0639,065D,066A
0D,0AAA,0646,0639,065E,066A
0D,0AAB,0643,0639,065D,0668
0D,0AAC,0641,0638,065B,0667
0D,0AAD,0641,0637,065B,0666
0D,0AAE,0644,063A,065E,0669
0D,0AAF,0645,063A,065F,066A
0D,0AB0,0643,0639,065D,0668
0D,0AB1,0642,0637,065B,0666
0D,0AB2,0641,0637,065B,0666
0D,0AB3,0644,063A,065E,0669
0D,0AB4,0645,063A,065F,066A
0D,0AB5,0643,0638,065D,0668
0D,0AB6,0642,0637,065B,0667
0D,0AB7,0642,0637,065A,0667
0D,0AB8,0644,0639,065E,066A
0D,0AB9,0645,063B,065F,0669
0D,0ABA,0643,0639,065D,0668
0D,0ABB,0642,0637,065B,0666
0D,0ABC,0641,0637,065C,0666
0D,0ABD,0644,063A,065E,0668
0D,0ABE,0645,063B,065F,0669
0D,0ABF,0643,0639,065D,0668
0D,0AC0,0642,0637,065B,0667
0D,0AC1,0642,0636,065A,0667
0D,0AC2,0645,0639,065D,066A
0D,0AC3,0646,063A,065E,066B
0D,0AC4,0644,0638,065C,0669
0D,0AC5,0642,0637,065B,0667
0D,0AC6,0642,0637,065A,0666
0D,0AC7,0645,0639,065D,066A
0D,0AC8,0645,063A,065F,066A
0D,0AC9,0644,0638,065C,0668
0D,0ACA,0642,0637,065B,0666
0D,0ACB,0642,0637,065B,0666
0D,0ACC,0644,063A,065E,0669
0D,0ACD,0645,063A,065E,066A
0D,0ACE,0643,0638,065D,0668
0D,0ACF,0642,0637,065B,0666
0D,0AD0,0641,0636,065B,0667
0D,0AD1,0644,063A,065E,0668
0D,0AD2,0645,063B,065E,0669
0D,0AD3,0643,0639,065D,0668
0D,0AD4,0641,0637,065B,0666
0D,0AD5,0641,0637,065B,0666
0D,0AD6,0643,063A,065E,0669
0D,0AD7,0644,063A,065F,0669
0D,0AD8,0643,0639,065D,0668
0D,0AD9,0642,0637,065A,0666
0D,0ADA,0641,0636,065B,0667
0D,0ADB,0645,0639,065D,066A
0D,0ADC,0646,0639,065D,066B
0D,0ADD,0644,0638,065C,0669
0D,0ADE,0642,0636,0659,0667
0D,0ADF,0642,0636,065A,0667
0D,0AE0,0645,0638,065D,066A
0D,0AE1,0646,063A,065E,066A
0D,0AE2,0644,0639,065D,0668
0D,0AE3,0641,0637,065B,0667
0D,0AE4,0642,0638,065B,0666
0D,0AE5,0644,063A,065E,0669
0D,0AE6,0645,063A,065F,0669
0D,0AE7,0643,0639,065D,0667
0D,0AE8,0641,0637,065B,0666
0D,0AE9,0641,0637,065C,0667
0D,0AEA,0644,063A,065E,0669
0D,0AEB,0645,063A,065E,066A
0D,0AEC,0643,0639,065D,0668
0D,0AED,0641,0638,065B,0666
0D,0AEE,0642,0638,065B,0666
0D,0AEF,0644,063A,065F,0669
0D,0AF0,0645,063A,065F,0669
0D,0AF1,0643,0639,065D,0668
0D,0AF2,0641,0637,065B,0667
0D,0AF3,0642,0638,065B,0666
0D,0AF4,0644,0639,065D,0669
0D,0AF5,0645,0639,065E,066A
0D,0AF6,0644,0638,065C,0669
0D,0AF7,0644,0636,065A,0668
0D,0AF8,0643,0636,065A,0668
0D,0AF9,0646,0638,065C,066B
0D,0AFA,0647,0639,065D,066B
0D,0AFB,0645,0638,065C,066A
0D,0AFC,0642,0636,065A,0667
0D,0AFD,0642,0637,065B,0666
0D,0AFE,0644,0639,065E,066A
0D,0AFF,0645,063B,065F,0669
0D,0B00,0643,063A,065D,0667
0D,0B01,0642,0638,065C,0666
0D,0B02,0641,0638,065C,0666
0D,0B03,0643,063A,065F,0669
0D,0B04,0644,063A,065F,0669
0D,0B05,0642,0639,065E,0667
0D,0B06,0641,0638,065C,0666
0D,0B07,0641,0637,065C,0667
0D,0B08,0644,0639,065E,0669
0D,0B09,0645,063A,065E,0669
0D,0B0A,0643,0639,065C,0668
0D,0B0B,0642,0637,065C,0667
0D,0B0C,0642,0637,065A,0667
0D,0B0D,0644,0639,065E,0669
0D,0B0E,0645,0639,065E,066A
0D,0B0F,0643,0638,065C,0668
0D,0B10,0642,0637,065A,0667
0D,0B11,0642,0637,065A,0667
0D,0B12,0645,0639,065D,066A
0D,0B13,0646,0639,065D,066A
0D,0B14,0644,0638,065C,0669
0D,0B15,0642,0637,065B,0667
0D,0B16,0643,0636,065B,0668
0D,0B17,0645,0639,065E,066A
0D,0B18,0644,063A,065E,0669
0D,0B19,0643,0638,065C,0668
0D,0B1A,0641,0637,065C,0667
0D,0B1B,0642,0638,065C,0666
0D,0B1C,0644,063B,065F,0668
0D,0B1D,0644,063B,065F,0668
0D,0B1E,0642,063A,065D,0667
0D,0B1F,0641,0638,065C,0665
0D,0B20,0641,0637,065C,0666
0D,0B21,0644,063A,065F,0669
0D,0B22,0645,063A,065E,066A
0D,0B23,0643,0639,065D,0668
0D,0B24,0641,0637,065B,0666
0D,0B25,0643,0637,065B,0667
0D,0B26,0645,0639,065E,066A
0D,0B27,0645,0639,065E,066A
0D,0B28,0644,0638,065C,0669
0D,0B29,0643,0637,065B,0667
0D,0B2A,0643,0637,065B,0667
0D,0B2B,0645,0639,065D,066A
0D,0B2C,0645,0638,065E,066B
0D,0B2D,0644,0638,065C,0669
0D,0B2E,0643,0637,065A,0667
0D,0B2F,0643,0636,065B,0668
0D,0B30,0645,0639,065D,066A
0D,0B31,0646,0639,065D,066A
0D,0B32,0643,0638,065D,0668
0D,0B33,0642,0637,065B,0667
0D,0B34,0642,0637,065B,0667
0D,0B35,0644,063A,065E,0668
0D,0B36,0644,063B,065F,0669
0D,0B37,0642,063A,065D,0667
0D,0B38,0640,0637,065C,0665
0D,0B39,0641,0637,065D,0667
0D,0B3A,0643,063B,065F,0668
0D,0B3B,0644,063B,065F,0669
0D,0B3C,0643,063A,065D,0667
0D,0B3D,0641,0638,065C,0666
0D,0B3E,0642,0637,065C,0667
0D,0B3F,0644,0639,065E,066A
0D,0B40,0645,063A,065E,066A
0D,0B41,0643,0638,065C,0668
0D,0B42,0642,0636,065B,0667
0D,0B43,0642,0637,065B,0667
0D,0B44,0645,0639,065D,066A
0D,0B45,0645,0639,065F,066A
0D,0B46,0644,0638,065C,0668
0D,0B47,0643,0636,065A,0667
0D,0B48,0642,0636,065B,0667
0D,0B49,0644,0639,065E,066A
0D,0B4A,0645,0639,065E,066A
0D,0B4B,0644,0638,065C,0669
0D,0B4C,0642,0637,065B,0667
0D,0B4D,0642,0636,065B,0668
0D,0B4E,0645,0639,065E,066A
0D,0B4F,0645,063A,065F,066A
0D,0B50,0643,0639,065D,0668
0D,0B51,0641,0637,065B,0666
0D,0B52,0641,0638,065C,0666
0D,0B53,0644,063B,065E,0668
0D,0B54,0643,063A,065F,0668
0D,0B55,0643,0639,065D,0667
0D,0B56,0641,0637,065B,0665
0D,0B57,0641,0637,065B,0667
0D,0B58,0644,0639,065E,066A
0D,0B59,0645,063A,065E,066A
0D,0B5A,0643,0638,065C,0668
0D,0B5B,0643,0637,065A,0667
0D,0B5C,0643,0637,065B,0667
0D,0B5D,0646,0639,065E,066B
0D,0B5E,0645,0639,065E,066B
0D,0B5F,0644,0638,065C,0668
0D,0B60,0643,0636,065A,0667
0D,0B61,0642,0636,065B,0668
0D,0B62,0645,0639,065D,066A
0D,0B63,0645,0639,065E,0669
0D,0B64,0643,0638,065C,0668
0D,0B65,0641,0637,065B,0666
0D,0B66,0642,0637,065B,0666
0D,0B67,0644,063A,065E,0669
0D,0B68,0645,063A,065E,0669
0D,0B69,0642,0638,065D,0668
0D,0B6A,0641,0637,065B,0666
0D,0B6B,0641,0638,065C,0666
0D,0B6C,0644,063A,065E,0669
0D,0B6D,0644,063A,065F,0669
0D,0B6E,0643,0639,065D,0668
0D,0B6F,0641,0637,065B,0666
0D,0B70,0641,0637,065C,0667
0D,0B71,0644,063A,065E,0669
0D,0B72,0645,063A,065E,0669
0D,0B73,0643,0638,065D,0669
0D,0B74,0642,0637,065B,0666
0D,0B75,0643,0637,065B,0667
0D,0B76,0646,0639,065D,066A
0D,0B77,0645,0639,065D,066A
0D,0B78,0644,0638,065C,0668
0D,0B79,0642,0636,065B,0667
0D,0B7A,0643,0637,065B,0667
0D,0B7B,0645,0639,065E,066A
0D,0B7C,0645,063A,065E,066A
0D,0B7D,0643,0639,065D,0668
0D,0B7E,0642,0637,065B,0666
0D,0B7F,0642,0637,065C,0667
0D,0B80,0644,063A,065F,066A
0D,0B81,0644,063B,065F,0669
0D,0B82,0642,0639,065D,0667
0D,0B83,0640,0637,065B,0666
0D,0B84,0642,0637,065C,0667
0D,0B85,0643,063A,065E,0668
