0E,1CFE,0676,0645,0631,065F
0E,1CFF,0675,0644,062F,065E
0E,1D00,0674,0643,062E,065D
0E,1D01,0676,0646,0631,065F
0E,1D02,0677,0646,0631,0660
0E,1D03,0676,0644,0631,0660
0E,1D04,0674,0643,062F,065E
0E,1D05,0673,0643,062E,065C
0E,1D06,0676,0645,0631,065F
0E,1D07,0677,0647,0632,0660
0E,1D08,0677,0646,0631,065F
0E,1D09,0675,0644,0630,065E
0E,1D0A,0673,0643,062F,065E
0E,1D0B,0677,0645,0630,0660
0E,1D0C,0678,0645,0631,0660
0E,1D0D,0676,0646,0631,0660
0E,1D0E,0675,0644,062F,065E
0E,1D0F,0674,0642,062E,065D
0E,1D10,0676,0645,0630,065F
0E,1D11,0677,0646,0631,0661
0E,1D12,0676,0645,0630,065F
0E,1D13,0674,0644,062F,065E
0E,1D14,0674,0644,062F,065D
0E,1D15,0676,0644,0631,0660
0E,1D16,0677,0646,0631,0660
0E,1D17,0677,0645,0630,065F
0E,1D18,0675,0644,062F,065E
0E,1D19,0674,0643,062F,065E
0E,1D1A,0676,0645,0631,065F
0E,1D1B,0678,0646,0631,0661
0E,1D1C,0677,0646,0631,065F
0E,1D1D,0675,0644,062F,065E
0E,1D1E,0674,0643,062E,065E
0E,1D1F,0676,0645,0631,0660
0E,1D20,0678,0646,0632,0660
0E,1D21,0677,0645,0631,0661
0E,1D22,0675,0644,062F,065E
0E,1D23,0674,0643,062E,065D
0E,1D24,0676,0645,0630,065F
0E,1D25,0677,0646,0632,0661
0E,1D26,0677,0645,0631,065F
0E,1D27,0675,0644,062F,065E
0E,1D28,0674,0643,062F,065E
0E,1D29,0677,0645,0630,065F
0E,1D2A,0678,0646,0632,0661
0E,1D2B,0676,0646,0631,065F
0E,1D2C,0675,0644,062F,065E
0E,1D2D,0674,0643,062F,065E
0E,1D2E,0677,0645,0630,065F
0E,1D2F,0677,0646,0631,0660
0E,1D30,0677,0646,0631,0660
0E,1D31,0675,0644,0630,065E
0E,1D32,0674,0644,062F,065D
0E,1D33,0676,0644,0631,0660
0E,1D34,0677,0646,0631,0660
0E,1D35,0677,0645,0631,065F
0E,1D36,0675,0644,0630,065E
0E,1D37,0674,0643,062F,065D
0E,1D38,0677,0645,0630,0660
0E,1D39,0677,0646,0631,0661
0E,1D3A,0677,0646,0631,0660
0E,1D3B,0675,0644,062F,065D
0E,1D3C,0674,0643,062E,065D
0E,1D3D,0676,0645,0630,065F
0E,1D3E,0678,0646,0631,0661
0E,1D3F,0677,0645,0630,0660
0E,1D40,0675,0644,062F,065E
0E,1D41,0674,0643,062E,065D
0E,1D42,0675,0645,0631,065F
0E,1D43,0677,0646,0632,0661
0E,1D44,0677,0645,0631,0660
0E,1D45,0675,0644,062F,065E
0E,1D46,0674,0643,062F,065E
0E,1D47,0676,0645,0631,065F
0E,1D48,0677,0646,0631,0660
0E,1D49,0677,0645,0631,0660
0E,1D4A,0676,0644,0630,065E
0E,1D4B,0674,0643,062F,065E
0E,1D4C,0676,0645,0630,065F
0E,1D4D,0678,0646,0631,0660
0E,1D4E,0676,0645,0631,0661
0E,1D4F,0675,0644,0630,065F
0E,1D50,0675,0643,062E,065D
0E,1D51,0675,0645,0631,065F
0E,1D52,0677,0646,0632,0660
0E,1D53,0677,0646,0631,0660
0E,1D54,0676,0644,0630,065F
0E,1D55,0674,0643,062F,065D
0E,1D56,0676,0644,0631,0660
0E,1D57,0677,0646,0632,0660
0E,1D58,0677,0646,0631,065F
0E,1D59,0675,0645,0630,065E
0E,1D5A,0674,0643,062F,065D
0E,1D5B,0676,0645,0631,065F
0E,1D5C,0678,0646,0631,0660
0E,1D5D,0677,0645,0631,0660
0E,1D5E,0675,0645,0630,065E
0E,1D5F,0674,0643,062E,065D
0E,1D60,0676,0645,0631,065F
0E,1D61,0677,0646,0631,0660
0E,1D62,0677,0645,0631,065F
0E,1D63,0675,0645,062F,065E
0E,1D64,0674,0644,062F,065D
0E,1D65,0676,0645,0630,065F
0E,1D66,0677,0646,0631,0660
0E,1D67,0677,0646,0631,065F
0E,1D68,0675,0645,0630,065E
0E,1D69,0674,0643,062F,065D
0E,1D6A,0676,0645,0631,065E
0E,1D6B,0677,0646,0631,0661
0E,1D6C,0676,0645,0631,0660
0E,1D6D,0675,0644,062F,065E
0E,1D6E,0674,0643,062E,065D
0E,1D6F,0676,0645,0630,065F
0E,1D70,0677,0646,0631,0660
0E,1D71,0676,0645,0631,065F
0E,1D72,0676,0644,062F,065F
0E,1D73,0674,0643,062F,065D
0E,1D74,0676,0645,0630,065F
0E,1D75,0677,0646,0632,0661
0E,1D76,0677,0646,0631,065F
0E,1D77,0675,0644,062F,065E
0E,1D78,0673,0642,062F,065D
0E,1D79,0676,0645,0630,065F
0E,1D7A,0677,0646,0631,0660
0E,1D7B,0677,0645,0631,0660
0E,1D7C,0675,0644,0630,065E
0E,1D7D,0674,0643,062E,065D
0E,1D7E,0676,0644,0630,065F
0E,1D7F,0678,0646,0632,0660
0E,1D80,0677,0646,0630,0660
0E,1D81,0675,0644,0630,065E
0E,1D82,0674,0644,0630,065D
0E,1D83,0676,0644,0630,065F
0E,1D84,0677,0645,0631,0661
0E,1D85,0677,0646,0631,0660
0E,1D86,0675,0645,0630,065E
0E,1D87,0674,0643,062F,065D
0E,1D88,0675,0644,0630,065E
0E,1D89,0677,0646,0631,0660
0E,1D8A,0677,0646,0631,0661
0E,1D8B,0675,0644,062F,065E
0E,1D8C,0675,0644,062E,065D
0E,1D8D,0675,0645,0630,065F
0E,1D8E,0677,0646,0631,0660
0E,1D8F,0677,0645,0630,065F
0E,1D90,0675,0645,0630,065F
0E,1D91,0674,0644,0630,065D
0E,1D92,0676,0645,0630,065F
0E,1D93,0677,0645,0632,0661
0E,1D94,0677,0645,0631,065F
0E,1D95,0675,0644,062F,065F
0E,1D96,0674,0642,062F,065E
0E,1D97,0676,0645,0630,065F
0E,1D98,0677,0646,0631,065F
0E,1D99,0676,0645,0631,0660
0E,1D9A,0675,0644,062F,065F
0E,1D9B,0675,0643,062E,065D
0E,1D9C,0676,0644,0630,065F
0E,1D9D,0677,0646,0632,0660
0E,1D9E,0677,0645,0630,0660
0E,1D9F,0675,0644,0630,065F
0E,1DA0,0675,0644,062F,065D
0E,1DA1,0676,0644,0630,0660
0E,1DA2,0678,0646,0632,0660
0E,1DA3,0677,0646,0631,0660
0E,1DA4,0677,0645,0630,065F
0E,1DA5,0674,0643,062F,065E
0E,1DA6,0676,0645,0631,0660
0E,1DA7,0678,0646,0630,0660
0E,1DA8,0678,0645,0631,0661
0E,1DA9,0676,0645,0630,065E
0E,1DAA,0674,0643,062E,065D
0E,1DAB,0675,0644,0630,065F
0E,1DAC,0677,0646,0631,0660
0E,1DAD,0677,0646,0630,0660
0E,1DAE,0676,0645,0630,065E
0E,1DAF,0674,0643,062F,065D
0E,1DB0,0676,0645,0630,065F
0E,1DB1,0677,0646,0631,0661
0E,1DB2,0677,0646,0632,0661
