0E,1D1F,0668,0647,0633,0653
0E,1D20,0666,0647,0633,0650
0E,1D21,0665,0646,0631,064F
0E,1D22,0668,0647,0633,0652
0E,1D23,0668,0648,0634,0653
0E,1D24,0669,0648,0634,0652
0E,1D25,0667,0646,0632,0651
0E,1D26,0665,0644,0632,0651
0E,1D27,0668,0647,0634,0652
0E,1D28,0669,0648,0634,0653
0E,1D29,0668,0647,0634,0652
0E,1D2A,0667,0647,0632,0651
0E,1D2B,0665,0645,0631,0650
0E,1D2C,0667,0647,0633,0652
0E,1D2D,0669,0649,0634,0653
0E,1D2E,0668,0647,0634,0653
0E,1D2F,0666,0646,0632,0650
0E,1D30,0666,0646,0632,064F
0E,1D31,0668,0647,0633,0652
0E,1D32,0669,0649,0635,0653
0E,1D33,0668,0648,0634,0652
0E,1D34,0667,0646,0633,0651
0E,1D35,0666,0645,0632,0650
0E,1D36,0668,0647,0633,0651
0E,1D37,0669,0648,0634,0653
0E,1D38,0668,0648,0634,0652
0E,1D39,0666,0647,0632,0650
0E,1D3A,0665,0645,0631,0650
0E,1D3B,0667,0648,0633,0651
0E,1D3C,0669,0649,0634,0652
0E,1D3D,0669,0648,0633,0652
0E,1D3E,0666,0646,0633,0650
0E,1D3F,0666,0645,0631,0650
0E,1D40,0667,0647,0633,0652
0E,1D41,0669,0648,0634,0653
0E,1D42,0668,0648,0634,0652
0E,1D43,0666,0646,0632,0651
0E,1D44,0665,0645,0632,0650
0E,1D45,0667,0647,0633,0652
0E,1D46,0669,0648,0634,0653
0E,1D47,0668,0648,0633,0652
0E,1D48,0666,0646,0632,0650
0E,1D49,0666,0645,0631,0650
0E,1D4A,0667,0647,0634,0651
0E,1D4B,0669,0648,0634,0653
0E,1D4C,0668,0647,0633,0653
0E,1D4D,0667,0646,0632,0651
0E,1D4E,0666,0646,0631,0650
0E,1D4F,0668,0647,0633,0652
0E,1D50,0669,0649,0635,0653
0E,1D51,0669,0648,0633,0653
0E,1D52,0667,0646,0633,0652
0E,1D53,0666,0646,0632,0650
0E,1D54,0668,0647,0633,0652
0E,1D55,0669,0648,0634,0654
0E,1D56,0669,0648,0634,0653
0E,1D57,0667,0646,0632,0652
0E,1D58,0665,0645,0632,0650
0E,1D59,0667,0647,0633,0651
0E,1D5A,0669,0649,0635,0654
0E,1D5B,0668,0648,0634,0653
0E,1D5C,0667,0646,0632,0651
0E,1D5D,0666,0645,0631,0650
0E,1D5E,0668,0647,0633,0652
0E,1D5F,0669,0648,0634,0653
0E,1D60,0668,0647,0634,0652
0E,1D61,0667,0646,0634,0651
0E,1D62,0666,0646,0632,0650
0E,1D63,0668,0647,0634,0652
0E,1D64,0669,0648,0634,0653
0E,1D65,0669,0649,0633,0652
0E,1D66,0667,0648,0634,0651
0E,1D67,0666,0645,0632,0651
0E,1D68,0667,0647,0633,0652
0E,1D69,0669,0649,0635,0653
0E,1D6A,0668,0647,0633,0652
0E,1D6B,0667,0647,0633,0651
0E,1D6C,0665,0645,0631,064F
0E,1D6D,0667,0646,0633,0652
0E,1D6E,0669,0648,0634,0653
0E,1D6F,0669,0647,0634,0653
0E,1D70,0667,0647,0632,0651
0E,1D71,0666,0646,0631,064F
0E,1D72,0667,0646,0633,0652
0E,1D73,0669,0648,0634,0653
0E,1D74,0669,0649,0634,0652
0E,1D75,0668,0647,0633,0651
0E,1D76,0666,0645,0632,0650
0E,1D77,0667,0647,0632,0651
0E,1D78,0669,0648,0634,0653
0E,1D79,0668,0648,0635,0653
0E,1D7A,0667,0646,0633,0651
0E,1D7B,0666,0645,0631,0650
0E,1D7C,0667,0647,0633,0650
0E,1D7D,0669,0648,0634,0652
0E,1D7E,0668,0647,0634,0653
0E,1D7F,0668,0647,0633,0652
0E,1D80,0666,0646,0631,064F
0E,1D81,0667,0646,0633,0652
0E,1D82,0669,0648,0634,0653
0E,1D83,0669,0648,0633,0652
0E,1D84,0667,0647,0633,0651
0E,1D85,0666,0646,0632,0650
0E,1D86,0667,0646,0632,0651
0E,1D87,0669,0647,0634,0653
0E,1D88,0668,0648,0634,0652
0E,1D89,0668,0646,0633,0652
0E,1D8A,0666,0645,0632,0651
0E,1D8B,0667,0647,0632,0651
0E,1D8C,0668,0648,0633,0653
0E,1D8D,0667,0647,0634,0653
0E,1D8E,0668,0646,0633,0652
0E,1D8F,0666,0645,0632,0650
0E,1D90,0666,0646,0633,0651
0E,1D91,0668,0648,0634,0653
0E,1D92,0669,0648,0634,0653
0E,1D93,0667,0647,0634,0652
0E,1D94,0666,0646,0632,0650
0E,1D95,0667,0645,0632,0651
0E,1D96,0669,0648,0634,0654
0E,1D97,066A,0648,0634,0653
0E,1D98,0667,0646,0633,0652
0E,1D99,0666,0646,0632,0650
0E,1D9A,0667,0646,0633,0651
0E,1D9B,0669,0647,0634,0653
0E,1D9C,0669,0648,0634,0653
0E,1D9D,0667,0647,0633,0651
0E,1D9E,0665,0645,0632,0650
0E,1D9F,0667,0647,0633,0651
0E,1DA0,0669,0648,0634,0653
0E,1DA1,0669,0648,0634,0654
0E,1DA2,0667,0647,0633,0652
0E,1DA3,0666,0646,0632,064F
0E,1DA4,0666,0646,0633,0651
0E,1DA5,0669,0647,0635,0654
0E,1DA6,066A,0649,0634,0653
0E,1DA7,0668,0647,0633,0652
0E,1DA8,0665,0646,0632,064F
0E,1DA9,0667,0646,0632,0650
0E,1DAA,0668,0648,0634,0653
0E,1DAB,0668,0649,0634,0653
0E,1DAC,0668,0647,0633,0652
0E,1DAD,0666,0645,0632,0650
0E,1DAE,0666,0647,0633,0651
0E,1DAF,0669,0648,0634,0652
0E,1DB0,0669,0648,0634,0653
0E,1DB1,0667,0647,0633,0651
0E,1DB2,0667,0646,0631,0650
0E,1DB3,0666,0646,0633,0652
0E,1DB4,0669,0648,0634,0653
0E,1DB5,0669,0648,0634,0653
0E,1DB6,0667,0647,0634,0652
0E,1DB7,0666,0646,0632,0650
0E,1DB8,0668,0646,0632,0651
0E,1DB9,0668,0649,0634,0653
0E,1DBA,0669,0649,0634,0653
0E,1DBB,0668,0647,0633,0652
0E,1DBC,0666,0645,0632,0650
0E,1DBD,0667,0646,0632,0651
0E,1DBE,0669,0649,0633,0653
0E,1DBF,0669,0648,0634,0654
0E,1DC0,0667,0647,0633,0651
0E,1DC1,0666,0645,0632,0650
0E,1DC2,0666,0645,0632,0651
0E,1DC3,0669,0648,0634,0653
0E,1DC4,0669,0649,0634,0653
0E,1DC5,0668,0647,0633,0652
0E,1DC6,0667,0646,0632,0650
0E,1DC7,0666,0646,0632,0651
0E,1DC8,0668,0648,0634,0653
0E,1DC9,0669,0649,0634,0652
0E,1DCA,0668,0647,0633,0652
0E,1DCB,0666,0646,0632,0650
0E,1DCC,0667,0646,0632,0650
0E,1DCD,0669,0647,0633,0654
0E,1DCE,0669,0649,0635,0654
0E,1DCF,0668,0647,0633,0651
0E,1DD0,0666,0646,0632,0650
0E,1DD1,0666,0646,0633,0650
0E,1DD2,0669,0648,0635,0653
0E,1DD3,0669,0648,0635,0654
0E,1DD4,0668,0647,0633,0652
0E,1DD5,0666,0646,0632,0650
0E,1DD6,0666,0646,0633,0651
0E,1DD7,0669,0648,0634,0653
0E,1DD8,0669,0649,0634,0653
0E,1DD9,0668,0647,0633,0652
0E,1DDA,0666,0647,0632,0650
0E,1DDB,0666,0646,0631,0650
0E,1DDC,0668,0647,0634,0653
0E,1DDD,0669,0648,0634,0653
0E,1DDE,0668,0646,0633,0652
0E,1DDF,0666,0646,0632,0650
0E,1DE0,0667,0647,0632,0650
0E,1DE1,0668,0648,0634,0652
0E,1DE2,0668,0648,0634,0653
0E,1DE3,0668,0647,0633,0652
0E,1DE4,0666,0646,0632,0650
0E,1DE5,0666,0645,0632,0651
0E,1DE6,0668,0648,0634,0653
0E,1DE7,066A,0649,0634,0654
0E,1DE8,0667,0647,0633,0652
0E,1DE9,0666,0645,0632,0650
0E,1DEA,0666,0645,0631,0651
0E,1DEB,0668,0648,0634,0652
0E,1DEC,066A,0649,0634,0653
0E,1DED,0667,0647,0633,0653
0E,1DEE,0666,0646,0632,0650
0E,1DEF,0667,0646,0632,0650
0E,1DF0,0669,0648,0634,0653
0E,1DF1,0669,0649,0635,0653
0E,1DF2,0668,0647,0633,0651
0E,1DF3,0667,0646,0631,0650
0E,1DF4,0665,0646,0632,0650
0E,1DF5,0669,0648,0634,0653
0E,1DF6,066A,0648,0634,0653
0E,1DF7,0668,0648,0634,0652
0E,1DF8,0667,0646,0632,0650
0E,1DF9,0666,0645,0632,0651
0E,1DFA,0669,0648,0634,0653
0E,1DFB,066A,0649,0634,0653
0E,1DFC,0668,0648,0634,0652
0E,1DFD,0666,0646,0632,0650
0E,1DFE,0666,0646,0631,064F
0E,1DFF,0668,0647,0634,0653
0E,1E00,066A,0649,0635,0654
0E,1E01,0668,0647,0633,0652
0E,1E02,0666,0646,0632,0651
0E,1E03,0666,0647,0633,0650
0E,1E04,0669,0648,0634,0653
0E,1E05,066A,0648,0634,0654
0E,1E06,0669,0648,0633,0652
0E,1E07,0667,0646,0632,0651
0E,1E08,0666,0646,0632,0651
0E,1E09,0669,0648,0634,0653
0E,1E0A,066A,0648,0634,0653
0E,1E0B,0668,0648,0633,0652
0E,1E0C,0666,0646,0632,0650
0E,1E0D,0667,0646,0631,0650
0E,1E0E,0668,0648,0634,0652
0E,1E0F,0669,0648,0635,0653
0E,1E10,0668,0647,0634,0652
0E,1E11,0666,0646,0632,0650
0E,1E12,0666,0646,0631,0650
0E,1E13,0668,0647,0634,0653
0E,1E14,0668,0648,0635,0653
0E,1E15,0668,0647,0633,0652
0E,1E16,0666,0645,0632,0651
0E,1E17,0666,0646,0633,0651
0E,1E18,0668,0648,0634,0652
0E,1E19,0669,0648,0634,0653
0E,1E1A,0668,0648,0634,0652
0E,1E1B,0666,0646,0633,0651
0E,1E1C,0666,0645,0632,0651
0E,1E1D,0669,0648,0634,0653
0E,1E1E,0669,0649,0634,0653
0E,1E1F,0667,0647,0634,0653
0E,1E20,0666,0646,0632,0651
0E,1E21,0666,0646,0632,0650
0E,1E22,0668,0648,0634,0652
0E,1E23,0669,0648,0635,0653
0E,1E24,0668,0648,0633,0652
0E,1E25,0667,0646,0632,0651
0E,1E26,0666,0646,0632,0650
0E,1E27,0668,0647,0633,0653
0E,1E28,0669,0648,0634,0653
0E,1E29,0668,0647,0633,0651
0E,1E2A,0666,0646,0632,0650
0E,1E2B,0665,0645,0632,0650
0E,1E2C,0668,0648,0634,0652
0E,1E2D,0669,0649,0634,0653
0E,1E2E,0668,0647,0634,0652
0E,1E2F,0666,0646,0632,0650
0E,1E30,0666,0646,0631,0650
0E,1E31,0668,0647,0634,0653
0E,1E32,0669,0649,0635,0653
0E,1E33,0668,0647,0633,0652
0E,1E34,0666,0646,0632,0651
0E,1E35,0666,0646,0632,0650
0E,1E36,0668,0647,0634,0652
0E,1E37,0669,0648,0634,0653
0E,1E38,0669,0648,0634,0652
0E,1E39,0667,0647,0632,0650
0E,1E3A,0665,0645,0632,0651
0E,1E3B,0668,0648,0634,0652
0E,1E3C,0669,0648,0635,0654
0E,1E3D,0668,0648,0635,0652
0E,1E3E,0667,0646,0633,0650
0E,1E3F,0666,0646,0632,0650
0E,1E40,0668,0647,0634,0653
0E,1E41,0669,0648,0634,0653
0E,1E42,0668,0647,0634,0653
0E,1E43,0667,0647,0633,0651
0E,1E44,0666,0646,0631,0650
0E,1E45,0668,0648,0634,0652
0E,1E46,0669,0648,0635,0653
0E,1E47,0669,0648,0633,0652
0E,1E48,0667,0646,0632,0652
0E,1E49,0665,0646,0632,0650
0E,1E4A,0668,0647,0633,0652
0E,1E4B,0669,0648,0635,0653
0E,1E4C,0668,0648,0634,0652
0E,1E4D,0666,0646,0632,0651
0E,1E4E,0666,0645,0632,0651
0E,1E4F,0668,0647,0634,0652
0E,1E50,0669,0648,0635,0653
0E,1E51,0668,0648,0634,0653
0E,1E52,0667,0646,0633,0651
0E,1E53,0666,0645,0631,064F
0E,1E54,0668,0647,0633,0652
0E,1E55,0669,0649,0634,0653
0E,1E56,0668,0647,0632,0652
0E,1E57,0666,0646,0633,0651
0E,1E58,0666,0645,0632,064F
0E,1E59,0668,0647,0633,0652
0E,1E5A,0669,0649,0635,0653
0E,1E5B,0669,0649,0634,0652
0E,1E5C,0667,0647,0633,0651
0E,1E5D,0666,0646,0632,0651
0E,1E5E,0667,0647,0633,0652
0E,1E5F,0669,0648,0635,0654
0E,1E60,0668,0648,0634,0653
0E,1E61,0667,0647,0634,0651
0E,1E62,0665,0644,0631,0650
0E,1E63,0667,0648,0634,0652
0E,1E64,066A,0649,0635,0654
0E,1E65,0668,0647,0633,0653
0E,1E66,0666,0647,0633,0651
0E,1E67,0666,0646,0631,0650
0E,1E68,0667,0646,0633,0652
0E,1E69,0668,0648,0634,0653
0E,1E6A,0669,0648,0633,0652
0E,1E6B,0667,0647,0633,0651
0E,1E6C,0665,0645,0632,0650
0E,1E6D,0669,0647,0633,0652
0E,1E6E,0668,0647,0633,0652
0E,1E6F,0668,0648,0634,0653
0E,1E70,0667,0647,0633,0652
0E,1E71,0665,0644,0630,0650
0E,1E72,0667,0647,0633,0651
0E,1E73,066A,0648,0634,0654
0E,1E74,0669,0649,0636,0654
0E,1E75,0667,0647,0633,0652
0E,1E76,0665,0645,0630,064F
0E,1E77,0666,0647,0633,0651
0E,1E78,0669,0648,0635,0654
0E,1E79,0669,0648,0634,0652
0E,1E7A,0667,0647,0632,0652
0E,1E7B,0666,0646,0632,0650
0E,1E7C,0668,0646,0633,0652
0E,1E7D,0669,0648,0634,0654
0E,1E7E,0669,0649,0634,0652
0E,1E7F,0668,0647,0633,0653
0E,1E80,0665,0645,0631,0650
0E,1E81,0668,0647,0633,0651
0E,1E82,0669,0647,0633,0652
0E,1E83,0669,0648,0635,0653
0E,1E84,0667,0646,0633,0651
0E,1E85,0667,0645,0631,0650
0E,1E86,0668,0648,0634,0653
0E,1E87,0668,0647,0634,0653
0E,1E88,0669,0648,0634,0653
0E,1E89,0666,0647,0633,0651
0E,1E8A,0667,0646,0632,0650
0E,1E8B,0668,0647,0633,0653
0E,1E8C,0669,0648,0634,0654
0E,1E8D,0669,0648,0633,0652
0E,1E8E,0666,0646,0632,0651
0E,1E8F,0665,0646,0632,0650
0E,1E90,0668,0648,0633,0652
0E,1E91,0669,0648,0635,0654
0E,1E92,0669,0648,0634,0653
0E,1E93,0667,0647,0633,0651
