4095,0.57764,-0.10522,-1.11841,0.41199,1.14441,2.63214,16.55273,-14.20898,-119.38477,0.01048,0.00725,0.01048,0.00806,,0,28
4095,0.57666,-0.10889,-1.12134,0.51117,1.58691,2.39563,16.55273,-14.20898,-119.38477,0.00000,0.00000,0.00000,0.00000,,1,56
4095,0.59277,-0.11011,-1.12207,2.68555,3.77655,2.12097,16.84570,-14.50195,-118.50586,1.79707,1.71407,1.74630,1.25956,,2,84
4095,0.61230,-0.11279,-1.10767,3.60107,4.63104,4.44794,16.84570,-14.50195,-118.50586,0.85744,0.63260,0.62696,0.52220,,3,112
4095,0.61816,-0.11230,-1.08960,-0.54932,-1.69373,4.52423,16.55273,-16.55273,-116.45508,0.37553,0.26190,0.23773,0.20227,,4,140
4095,0.60010,-0.11914,-1.10645,-2.18201,-4.73785,2.48718,16.55273,-16.55273,-116.45508,0.17084,0.12974,0.11524,0.09348,,5,168
4095,0.59692,-0.12915,-1.11694,0.32043,-0.85449,1.61743,16.40625,-15.23438,-117.77344,0.08462,0.06689,0.06205,0.04835,,6,196
4095,0.60107,-0.11060,-1.11694,2.89154,4.45557,3.04413,16.40625,-15.23438,-117.77344,0.02418,0.01451,0.01451,0.01209,,7,224
4095,0.61328,-0.10083,-1.10962,2.51770,4.34875,3.94440,16.25977,-15.38086,-117.33398,0.00000,0.00000,0.00000,0.00000,,8,252
4095,0.61719,-0.12085,-1.09741,-0.57220,-0.27466,3.71552,16.25977,-15.38086,-117.33398,0.01209,0.01451,0.01531,0.01048,,9,280
4095,0.59424,-0.12695,-1.11035,-1.10626,-2.80762,2.19727,15.82031,-15.23438,-116.60156,0.02982,0.02579,0.02498,0.01692,,10,308
4095,0.59985,-0.11792,-1.11304,0.81635,0.25177,1.73187,15.82031,-15.23438,-116.60156,0.00000,0.00000,0.00000,0.00000,,11,336
4095,0.59473,-0.11035,-1.10571,1.98364,2.25830,2.81525,16.25977,-16.25977,-117.91992,0.00000,0.00000,0.00000,0.00000,,12,364
4095,0.60669,-0.10864,-1.09937,0.65613,-0.69427,3.68500,16.25977,-16.25977,-117.91992,0.01451,0.01531,0.01531,0.00886,,13,392
4095,0.61182,-0.11401,-1.10181,-2.15149,-5.94330,3.64685,16.40625,-15.23438,-118.06641,0.02015,0.02095,0.02095,0.01289,,14,420
4095,0.59326,-0.11646,-1.10645,-2.36511,-6.94275,1.99127,16.40625,-15.23438,-118.06641,0.00000,0.00000,0.00000,0.00000,,15,448
4095,0.60083,-0.12231,-1.11694,-0.08392,-3.78418,2.13623,16.40625,-16.40625,-117.18750,0.00000,0.00000,0.00000,0.00000,,16,476
4095,0.60010,-0.10742,-1.11011,1.12152,-0.91553,3.42560,16.40625,-16.40625,-117.18750,0.01451,0.01531,0.01612,0.01048,,17,504
4095,0.60107,-0.11499,-1.11133,-0.22888,-2.41089,3.48663,15.23438,-14.94141,-118.94531,0.02015,0.02015,0.01853,0.01370,,18,532
4095,0.61328,-0.11597,-1.11108,-1.67084,-5.08118,2.44141,15.23438,-14.94141,-118.94531,0.00000,0.00000,0.00000,0.00000,,19,560
4095,0.59863,-0.12036,-1.11621,-0.96130,-3.52478,2.12860,15.38086,-15.67383,-117.62695,0.00000,0.00000,0.00000,0.00000,,20,588
4095,0.59521,-0.11963,-1.11792,1.31989,0.07629,2.74658,15.38086,-15.67383,-117.62695,0.01370,0.01451,0.01531,0.00886,,21,616
4095,0.60913,-0.11133,-1.12207,0.88501,-0.02289,3.46375,16.11328,-14.35547,-118.94531,0.02418,0.02337,0.02256,0.01289,,22,644
4095,0.60815,-0.11084,-1.10815,-0.27466,-2.36511,2.95258,16.11328,-14.35547,-118.94531,0.00000,0.00000,0.00000,0.00000,,23,672
4095,0.60034,-0.11475,-1.11572,-0.79346,-2.47192,2.23541,15.52734,-15.23438,-118.06641,0.00000,0.00000,0.00000,0.00000,,24,700
4095,0.59009,-0.11792,-1.11450,0.74005,0.41199,2.30408,15.52734,-15.23438,-118.06641,0.01048,0.01370,0.01370,0.00806,,25,728
4095,0.60254,-0.11426,-1.10864,1.81580,2.27356,3.21198,15.67383,-15.08789,-119.38477,0.01934,0.01934,0.02095,0.01370,,26,756
4095,0.61084,-0.10864,-1.11011,1.19781,1.50299,3.54767,15.67383,-15.08789,-119.38477,0.00000,0.00000,0.00000,0.00000,,27,784
4095,0.60693,-0.11279,-1.11084,0.26703,0.03052,2.80762,15.38086,-15.08789,-118.50586,0.00000,0.00000,0.00000,0.00000,,28,812
4095,0.59180,-0.11865,-1.11426,0.72479,1.33514,2.35748,15.38086,-15.08789,-118.50586,0.01451,0.01531,0.01612,0.01048,,29,840
4095,0.60400,-0.11816,-1.11963,1.46484,3.15094,2.89154,15.82031,-15.23438,-117.18750,0.02659,0.02418,0.02256,0.01451,,30,868
4095,0.60498,-0.10742,-1.11255,1.86157,3.74603,3.03650,15.82031,-15.23438,-117.18750,0.00000,0.00000,0.00000,0.00000,,31,896
4095,0.60889,-0.11450,-1.10938,1.25122,2.55585,2.93732,16.25977,-15.96680,-117.91992,0.00000,0.00000,0.00000,0.00000,,32,924
4095,0.59839,-0.11572,-1.10669,1.09100,1.96075,2.44141,16.25977,-15.96680,-117.91992,0.01128,0.01370,0.01451,0.00806,,33,952
4095,0.59912,-0.11450,-1.10864,0.70190,1.61743,2.73895,16.11328,-14.94141,-118.06641,0.02579,0.02418,0.02418,0.01531,,34,980
4095,0.60010,-0.11523,-1.11304,1.37329,2.39563,2.73895,16.11328,-14.94141,-118.06641,0.00000,0.00000,0.00000,0.00000,,35,1008
4095,0.60547,-0.11279,-1.11108,0.98419,1.73187,2.92206,17.57813,-15.23438,-119.23828,0.00000,0.00000,0.00000,0.00000,,36,1036
4095,0.60718,-0.11353,-1.10547,0.58746,0.54169,2.38800,17.57813,-15.23438,-119.23828,0.01048,0.01370,0.01692,0.01128,,37,1064
4095,0.59692,-0.11670,-1.11011,0.08392,-0.23651,2.47192,15.82031,-15.23438,-119.53125,0.02256,0.02498,0.02256,0.01612,,38,1092
