,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,79.63821082414755,6.085895078202753,-0.02186633815829997,0.004003695719125347,1581,1595,1665,1653,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
1,0.02,79.2845606309752,5.734170234518945,-0.021558361564521098,0.0036957191253464737,1582,1595,1664,1653,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
2,0.04,79.8345196538296,5.91342035904697,-0.022037293881954075,0.003852673755586377,1580,1593,1664,1652,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
3,0.06,79.85012827220734,6.268347256175356,-0.0220508866615266,0.0041634541249036235,1579,1592,1664,1650,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
4,0.08,79.66918111550153,6.0915348228439985,-0.02189330866481653,0.004008633980881899,1579,1593,1663,1651,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
5,0.1,79.81893026676974,5.910709779500546,-0.0220237178499923,0.003850300323425227,1581,1594,1665,1653,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
6,0.12,79.46522560721925,6.262488793035529,-0.021715693824118282,0.0041583243492992455,1581,1595,1665,1652,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
7,0.14,79.65368642582104,5.736771589295035,-0.021879815100154083,0.0036979969183359015,1581,1593,1664,1652,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
8,0.16,79.85012827220734,5.916134282407793,-0.0220508866615266,0.0038550501156515036,1579,1592,1663,1651,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
9,0.18,79.49598727691648,6.268347256175356,-0.021742482652274478,0.0041634541249036235,1579,1593,1663,1650,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
