#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.504210653248975,0.00000
#2019/12/12 12:43:51
#E-defense2019-実験後
LEDNo14,　横付け
2339mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,3336,681,247,681
-625,-625,3336,680,246,681
-625,-625,3336,680,247,681
-625,-625,3337,680,247,681
-625,-625,3336,681,246,681
-625,-625,3336,680,246,681
-625,-625,3336,680,246,681
-625,-625,3336,680,247,682
-625,-625,3336,681,246,681
-625,-625,3336,681,246,681
-625,-625,3336,681,247,681
-625,-625,3336,680,247,681
-625,-625,3336,681,247,681
-625,-625,3336,681,247,681
-625,-625,3336,680,247,681
-625,-625,3336,681,247,681
-625,-625,3336,680,246,681
-625,-625,3336,680,247,681
-625,-625,3336,680,247,681
-625,-625,3336,680,246,681
-500,-625,3336,757,340,1075
-500,-625,3336,757,341,1075
-500,-625,3336,756,340,1075
-500,-625,3336,756,341,1075
-500,-625,3335,756,341,1075
-500,-625,3336,757,340,1074
-500,-625,3336,757,340,1074
-500,-625,3336,756,341,1075
-500,-625,3336,757,341,1074
-500,-625,3336,756,340,1075
-500,-625,3336,757,341,1075
-500,-625,3336,757,340,1074
-500,-625,3336,756,340,1075
-500,-625,3336,756,340,1075
-500,-625,3336,756,340,1075
-500,-625,3336,757,341,1074
-500,-625,3336,756,341,1075
-500,-625,3336,756,340,1075
-500,-625,3336,756,340,1074
-500,-625,3336,756,340,1074
-375,-625,3336,718,403,1399
-375,-625,3337,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3337,718,403,1399
-375,-625,3337,718,402,1399
-375,-625,3336,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3337,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3337,718,402,1399
-375,-625,3336,718,403,1399
-375,-625,3337,718,402,1399
-375,-625,3337,718,403,1399
-375,-625,3337,718,402,1399
-375,-625,3336,718,403,1399
-375,-625,3336,718,403,1399
-375,-625,3337,718,402,1399
-250,-625,3104,671,458,1707
-250,-625,3103,671,458,1707
-250,-625,3104,671,457,1707
-250,-625,3104,670,457,1707
-250,-625,3104,671,457,1707
-250,-625,3104,671,458,1707
-250,-625,3104,671,458,1707
-250,-625,3104,671,458,1707
-250,-625,3104,670,458,1707
-250,-625,3103,670,458,1707
-250,-625,3104,671,457,1707
-250,-625,3103,670,458,1707
-250,-625,3104,671,458,1707
-250,-625,3104,671,458,1707
-250,-625,3104,670,457,1707
-250,-625,3104,670,458,1707
-250,-625,3104,671,457,1706
-250,-625,3104,670,457,1707
-250,-625,3103,671,458,1707
-250,-625,3103,671,458,1707
-125,-625,2712,615,504,1993
-125,-625,2712,616,504,1993
-125,-625,2712,616,504,1993
-125,-625,2712,615,503,1993
-125,-625,2712,615,504,1993
-125,-625,2712,616,504,1993
-125,-625,2712,616,504,1992
-125,-625,2711,615,504,1993
-125,-625,2712,615,504,1993
-125,-625,2712,615,504,1993
-125,-625,2712,616,504,1992
-125,-625,2712,616,504,1993
-125,-625,2712,616,504,1993
-125,-625,2712,615,504,1992
-125,-625,2712,615,504,1993
-125,-625,2712,615,504,1993
-125,-625,2712,616,504,1992
-125,-625,2712,615,503,1993
-125,-625,2712,615,504,1993
-125,-625,2712,615,503,1993
0,-625,2328,555,541,2255
0,-625,2329,555,541,2255
0,-625,2329,555,541,2256
0,-625,2328,555,541,2256
0,-625,2328,555,541,2255
0,-625,2328,555,541,2255
0,-625,2328,554,541,2256
0,-625,2328,555,541,2256
0,-625,2328,555,541,2256
0,-625,2328,554,541,2256
0,-625,2329,555,541,2255
0,-625,2329,554,541,2255
0,-625,2328,555,541,2256
0,-625,2328,555,541,2255
0,-625,2328,555,541,2256
0,-625,2328,555,541,2255
0,-625,2328,554,541,2255
0,-625,2328,554,541,2256
0,-625,2328,555,541,2255
0,-625,2328,554,541,2255
125,-625,1960,493,573,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,573,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,573,2498
125,-625,1961,492,572,2498
125,-625,1960,492,573,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,493,572,2498
125,-625,1960,492,573,2498
125,-625,1961,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,492,572,2498
125,-625,1960,493,573,2498
250,-625,1620,433,602,2733
250,-625,1620,432,602,2733
250,-625,1621,433,602,2732
250,-625,1620,432,602,2733
250,-625,1620,433,602,2732
250,-625,1620,432,602,2733
250,-625,1621,432,602,2733
250,-625,1620,432,601,2733
250,-625,1621,432,602,2733
250,-625,1620,432,602,2733
250,-625,1620,433,602,2733
250,-625,1621,433,602,2732
250,-625,1620,433,602,2733
250,-625,1620,432,602,2733
250,-625,1621,433,602,2733
250,-625,1620,433,602,2733
250,-625,1621,433,602,2733
250,-625,1620,432,602,2733
250,-625,1621,433,602,2733
250,-625,1620,433,602,2733
375,-625,1297,372,625,2943
375,-625,1297,372,625,2943
375,-625,1297,372,625,2944
375,-625,1297,372,626,2944
375,-625,1298,372,625,2944
375,-625,1297,372,625,2944
375,-625,1297,372,625,2943
375,-625,1297,372,625,2943
375,-625,1297,372,626,2943
375,-625,1297,372,625,2943
375,-625,1298,372,625,2943
375,-625,1297,371,626,2944
375,-625,1297,372,626,2944
375,-625,1297,372,625,2944
375,-625,1297,372,625,2944
375,-625,1298,372,625,2944
375,-625,1297,372,625,2944
375,-625,1297,372,625,2943
375,-625,1298,372,625,2944
375,-625,1297,372,625,2944
500,-625,981,307,637,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,981,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,307,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3106
500,-625,980,308,638,3105
500,-625,980,307,638,3105
500,-625,980,307,638,3106
500,-625,980,308,637,3106
625,-625,641,229,589,2904
625,-625,641,229,588,2905
625,-625,641,229,588,2904
625,-625,641,229,588,2904
625,-625,641,229,588,2904
625,-625,641,229,589,2904
625,-625,641,229,589,2904
625,-625,640,229,589,2904
625,-625,641,229,589,2904
625,-625,640,229,588,2904
625,-625,640,229,588,2904
625,-625,641,229,588,2904
625,-625,641,229,588,2904
625,-625,641,229,588,2904
625,-625,641,229,588,2904
625,-625,640,229,588,2903
625,-625,641,229,589,2904
625,-625,641,228,589,2904
625,-625,640,229,588,2904
625,-625,640,229,589,2903
-625,-500,3336,1067,339,755
-625,-500,3336,1067,339,755
-625,-500,3335,1067,339,755
-625,-500,3337,1067,339,755
-625,-500,3336,1067,339,754
-625,-500,3336,1067,339,755
-625,-500,3336,1068,339,755
-625,-500,3336,1067,339,754
-625,-500,3336,1067,339,755
-625,-500,3336,1067,339,754
-625,-500,3336,1067,339,755
-625,-500,3335,1067,339,755
-625,-500,3336,1067,339,755
-625,-500,3336,1067,339,755
-625,-500,3336,1067,339,755
-625,-500,3336,1067,339,755
-625,-500,3336,1068,339,755
-625,-500,3336,1067,339,755
-625,-500,3336,1067,340,754
-625,-500,3336,1067,339,755
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,448,1122
-500,-500,3336,1117,448,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,448,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1118,448,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1122
-500,-500,3336,1117,447,1121
-500,-500,3336,1117,447,1122
-375,-500,3337,1028,527,1440
-375,-500,3336,1028,527,1440
-375,-500,3336,1028,527,1440
-375,-500,3336,1028,527,1440
-375,-500,3336,1028,527,1440
-375,-500,3337,1028,527,1440
-375,-500,3336,1028,527,1439
-375,-500,3336,1028,527,1439
-375,-500,3337,1028,527,1440
-375,-500,3337,1028,527,1439
-375,-500,3337,1028,527,1440
-375,-500,3336,1028,526,1440
-375,-500,3337,1028,527,1440
-375,-500,3336,1028,527,1440
-375,-500,3337,1028,526,1439
-375,-500,3336,1029,526,1439
-375,-500,3336,1028,527,1439
-375,-500,3336,1028,527,1440
-375,-500,3336,1028,526,1439
-375,-500,3336,1028,527,1439
-250,-500,3138,938,603,1745
-250,-500,3138,938,603,1745
-250,-500,3138,938,603,1744
-250,-500,3138,937,603,1745
-250,-500,3137,938,603,1744
-250,-500,3137,938,603,1744
-250,-500,3138,938,603,1745
-250,-500,3138,938,603,1745
-250,-500,3138,938,603,1745
-250,-500,3138,938,603,1744
-250,-500,3138,938,603,1744
-250,-500,3138,937,603,1744
-250,-500,3137,938,603,1745
-250,-500,3138,937,603,1744
-250,-500,3137,938,603,1744
-250,-500,3138,938,603,1744
-250,-500,3138,938,603,1745
-250,-500,3137,937,603,1745
-250,-500,3137,938,603,1744
-250,-500,3138,937,603,1745
-125,-500,2749,847,674,2036
-125,-500,2749,847,674,2036
-125,-500,2750,847,674,2036
-125,-500,2750,847,674,2036
-125,-500,2749,847,675,2036
-125,-500,2749,847,674,2036
-125,-500,2749,847,674,2036
-125,-500,2750,847,674,2036
-125,-500,2749,847,674,2036
-125,-500,2749,847,674,2036
-125,-500,2749,847,674,2035
-125,-500,2749,847,674,2036
-125,-500,2750,847,674,2036
