#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.575636184259965,0.00000
#2019/12/12 13:20:21
#E-defense2019-実験後
LEDNo15,　横付け
2724mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,2949,822,282,663
-625,-625,2949,822,282,663
-625,-625,2949,822,282,663
-625,-625,2949,822,282,662
-625,-625,2949,822,281,663
-625,-625,2949,823,282,663
-625,-625,2948,822,282,662
-625,-625,2949,822,282,663
-625,-625,2948,822,282,663
-625,-625,2949,822,282,663
-625,-625,2949,822,282,663
-625,-625,2948,822,282,663
-625,-625,2949,822,282,663
-625,-625,2948,822,281,663
-625,-625,2948,822,282,663
-625,-625,2949,822,282,663
-625,-625,2949,822,282,663
-625,-625,2948,822,282,662
-625,-625,2948,822,282,663
-625,-625,2949,822,282,663
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,881
-500,-625,2778,784,338,881
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,881
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,881
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-500,-625,2778,784,338,882
-375,-625,2595,743,395,1106
-375,-625,2594,744,395,1106
-375,-625,2594,743,395,1106
-375,-625,2595,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2595,743,395,1106
-375,-625,2595,743,395,1107
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
-375,-625,2594,743,395,1106
