#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.815271193585949,0.00000
#2019/12/12 13:35:12
#E-defense2019-実験後
LEDNo11,　横付け
3841mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,3205,1387,586,1150
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1150
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1150
-625,-625,3205,1387,587,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,587,1149
-625,-625,3205,1388,586,1150
-625,-625,3205,1388,586,1150
-625,-625,3205,1387,586,1149
-625,-625,3205,1387,586,1150
-625,-625,3205,1387,586,1149
-625,-625,3205,1388,587,1149
-625,-625,3205,1387,586,1149
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,641,1301
-500,-625,2980,1294,642,1300
-500,-625,2981,1294,641,1300
-500,-625,2981,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1295,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2981,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2981,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,641,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-500,-625,2980,1294,642,1300
-375,-625,2761,1203,695,1446
-375,-625,2760,1203,695,1447
-375,-625,2760,1204,695,1447
-375,-625,2761,1203,695,1446
-375,-625,2761,1203,695,1446
-375,-625,2761,1203,695,1447
-375,-625,2760,1204,694,1447
-375,-625,2760,1203,695,1447
-375,-625,2761,1204,695,1446
-375,-625,2761,1204,695,1447
-375,-625,2760,1203,695,1447
-375,-625,2761,1204,695,1446
-375,-625,2761,1203,695,1447
-375,-625,2761,1204,695,1447
-375,-625,2761,1203,695,1446
-375,-625,2761,1203,695,1447
-375,-625,2761,1203,695,1447
-375,-625,2761,1204,694,1446
-375,-625,2761,1203,695,1447
-375,-625,2761,1203,695,1447
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1586
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,746,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-250,-625,2546,1115,745,1587
-125,-625,2330,1027,790,1716
-125,-625,2330,1027,791,1716
-125,-625,2330,1028,791,1715
-125,-625,2330,1028,790,1715
-125,-625,2330,1027,791,1716
-125,-625,2329,1028,791,1716
-125,-625,2330,1028,791,1716
-125,-625,2330,1028,791,1716
-125,-625,2329,1028,790,1716
-125,-625,2329,1028,790,1717
-125,-625,2330,1028,791,1715
-125,-625,2330,1027,790,1716
-125,-625,2330,1028,791,1715
-125,-625,2330,1028,791,1716
-125,-625,2330,1028,791,1716
-125,-625,2330,1027,791,1716
-125,-625,2330,1028,791,1715
-125,-625,2330,1028,791,1716
-125,-625,2330,1027,791,1716
-125,-625,2330,1027,791,1716
0,-625,2118,943,833,1838
0,-625,2118,943,833,1837
0,-625,2118,943,833,1838
0,-625,2118,943,833,1837
0,-625,2118,943,833,1837
