0D,1CAC,0674,0652,0651,0673
0D,1CAD,0674,0652,0651,0672
0D,1CAE,0677,0654,0654,0676
0D,1CAF,0677,0656,0654,0676
0D,1CB0,0676,0654,0652,0674
0D,1CB1,0674,0653,0651,0673
0D,1CB2,0674,0652,0651,0673
0D,1CB3,0677,0655,0654,0675
0D,1CB4,0677,0655,0654,0676
0D,1CB5,0676,0654,0652,0675
0D,1CB6,0675,0653,0651,0673
0D,1CB7,0674,0652,0651,0673
0D,1CB8,0677,0655,0654,0676
0D,1CB9,0677,0655,0655,0676
0D,1CBA,0675,0654,0653,0675
0D,1CBB,0674,0653,0651,0673
0D,1CBC,0675,0652,0650,0672
0D,1CBD,0676,0655,0654,0676
0D,1CBE,0678,0655,0654,0676
0D,1CBF,0676,0653,0652,0675
0D,1CC0,0675,0652,0651,0674
0D,1CC1,0674,0652,0651,0672
0D,1CC2,0677,0655,0653,0676
0D,1CC3,0677,0655,0655,0676
0D,1CC4,0675,0654,0652,0674
0D,1CC5,0674,0653,0651,0673
0D,1CC6,0673,0652,0651,0673
0D,1CC7,0677,0655,0654,0675
0D,1CC8,0677,0656,0654,0676
0D,1CC9,0676,0654,0653,0674
0D,1CCA,0674,0653,0651,0673
0D,1CCB,0674,0652,0651,0673
0D,1CCC,0677,0655,0653,0676
0D,1CCD,0678,0656,0654,0676
0D,1CCE,0676,0654,0652,0674
0D,1CCF,0674,0652,0651,0674
0D,1CD0,0674,0652,0651,0672
0D,1CD1,0676,0655,0654,0675
0D,1CD2,0677,0656,0655,0676
0D,1CD3,0676,0655,0653,0674
0D,1CD4,0675,0653,0651,0673
0D,1CD5,0673,0652,0651,0673
0D,1CD6,0677,0655,0653,0675
0D,1CD7,0678,0655,0654,0677
0D,1CD8,0676,0654,0652,0675
0D,1CD9,0675,0653,0651,0674
0D,1CDA,0675,0652,0650,0673
0D,1CDB,0677,0654,0653,0676
0D,1CDC,0678,0656,0655,0677
0D,1CDD,0677,0654,0653,0675
0D,1CDE,0674,0653,0652,0673
0D,1CDF,0673,0653,0651,0672
0D,1CE0,0676,0655,0654,0675
0D,1CE1,0677,0656,0655,0676
0D,1CE2,0676,0655,0653,0675
0D,1CE3,0675,0653,0651,0673
0D,1CE4,0674,0652,0651,0673
0D,1CE5,0677,0654,0653,0676
0D,1CE6,0678,0655,0654,0677
0D,1CE7,0676,0655,0653,0675
0D,1CE8,0675,0653,0651,0673
0D,1CE9,0673,0652,0651,0673
0D,1CEA,0676,0654,0653,0676
0D,1CEB,0678,0655,0654,0676
0D,1CEC,0676,0654,0653,0675
0D,1CED,0674,0653,0651,0673
0D,1CEE,0674,0652,0650,0673
0D,1CEF,0676,0655,0654,0675
0D,1CF0,0676,0655,0655,0676
0D,1CF1,0676,0654,0653,0675
0D,1CF2,0674,0653,0651,0673
0D,1CF3,0673,0652,0651,0673
0D,1CF4,0676,0654,0653,0675
0D,1CF5,0677,0655,0654,0676
0D,1CF6,0676,0654,0653,0675
0D,1CF7,0675,0652,0651,0674
0D,1CF8,0674,0652,0651,0673
0D,1CF9,0676,0654,0653,0675
0D,1CFA,0677,0655,0654,0676
0D,1CFB,0676,0655,0653,0675
0D,1CFC,0675,0653,0651,0674
0D,1CFD,0674,0652,0651,0673
0D,1CFE,0677,0655,0653,0675
0D,1CFF,0677,0656,0654,0677
0D,1D00,0676,0655,0653,0675
0D,1D01,0675,0654,0653,0674
0D,1D02,0674,0653,0651,0673
0D,1D03,0676,0655,0653,0675
0D,1D04,0678,0655,0654,0677
0D,1D05,0676,0654,0652,0675
0D,1D06,0675,0653,0652,0674
0D,1D07,0674,0653,0651,0673
0D,1D08,0676,0654,0653,0675
0D,1D09,0677,0655,0654,0676
0D,1D0A,0676,0654,0653,0675
0D,1D0B,0675,0653,0651,0674
0D,1D0C,0673,0651,0651,0673
0D,1D0D,0676,0654,0653,0675
0D,1D0E,0678,0655,0654,0676
0D,1D0F,0676,0654,0653,0675
0D,1D10,0674,0653,0652,0673
0D,1D11,0673,0652,0650,0673
0D,1D12,0675,0654,0653,0675
0D,1D13,0676,0655,0654,0676
0D,1D14,0676,0654,0652,0675
0D,1D15,0675,0653,0651,0674
0D,1D16,0673,0652,0651,0673
0D,1D17,0675,0653,0653,0675
0D,1D18,0677,0655,0655,0676
0D,1D19,0676,0655,0653,0675
0D,1D1A,0675,0652,0652,0674
0D,1D1B,0674,0651,0651,0673
0D,1D1C,0676,0654,0652,0675
0D,1D1D,0677,0655,0654,0676
0D,1D1E,0676,0654,0653,0675
0D,1D1F,0674,0654,0652,0673
0D,1D20,0673,0653,0651,0672
0D,1D21,0675,0654,0653,0674
0D,1D22,0677,0656,0654,0676
0D,1D23,0676,0654,0653,0676
0D,1D24,0675,0653,0652,0674
0D,1D25,0674,0652,0651,0673
0D,1D26,0676,0654,0653,0675
0D,1D27,0678,0655,0655,0677
0D,1D28,0677,0655,0653,0675
0D,1D29,0676,0653,0651,0674
0D,1D2A,0674,0652,0651,0674
0D,1D2B,0676,0654,0653,0675
0D,1D2C,0677,0655,0654,0676
0D,1D2D,0675,0655,0654,0675
0D,1D2E,0674,0654,0653,0673
0D,1D2F,0674,0652,0651,0672
0D,1D30,0676,0655,0653,0674
0D,1D31,0678,0656,0654,0675
0D,1D32,0676,0654,0653,0676
0D,1D33,0675,0653,0651,0674
0D,1D34,0675,0652,0650,0673
0D,1D35,0676,0654,0653,0675
0D,1D36,0677,0655,0654,0677
0D,1D37,0677,0655,0653,0675
0D,1D38,0675,0654,0652,0674
0D,1D39,0673,0653,0651,0673
0D,1D3A,0676,0655,0653,0675
0D,1D3B,0677,0655,0654,0677
0D,1D3C,0677,0655,0654,0675
0D,1D3D,0675,0654,0652,0673
0D,1D3E,0673,0652,0650,0672
0D,1D3F,0676,0654,0653,0674
0D,1D40,0678,0656,0654,0676
0D,1D41,0676,0654,0654,0676
0D,1D42,0675,0654,0652,0674
0D,1D43,0674,0652,0651,0672
0D,1D44,0676,0654,0653,0675
0D,1D45,0677,0655,0654,0676
0D,1D46,0677,0654,0653,0675
0D,1D47,0675,0653,0651,0674
0D,1D48,0673,0652,0651,0672
0D,1D49,0675,0654,0653,0674
0D,1D4A,0677,0655,0655,0676
0D,1D4B,0676,0655,0654,0674
0D,1D4C,0675,0653,0652,0674
0D,1D4D,0673,0651,0651,0673
0D,1D4E,0676,0653,0652,0675
0D,1D4F,0677,0655,0653,0676
0D,1D50,0676,0654,0654,0675
0D,1D51,0675,0653,0652,0674
0D,1D52,0674,0652,0650,0672
0D,1D53,0675,0654,0653,0675
0D,1D54,0677,0655,0654,0676
0D,1D55,0677,0655,0653,0675
0D,1D56,0675,0653,0652,0674
0D,1D57,0674,0652,0651,0673
0D,1D58,0676,0653,0652,0675
0D,1D59,0677,0656,0655,0677
0D,1D5A,0677,0655,0654,0676
0D,1D5B,0675,0654,0653,0674
0D,1D5C,0674,0652,0651,0673
0D,1D5D,0675,0654,0653,0675
0D,1D5E,0678,0656,0654,0676
0D,1D5F,0677,0654,0654,0676
0D,1D60,0675,0654,0652,0674
0D,1D61,0674,0653,0651,0672
0D,1D62,0675,0654,0652,0674
0D,1D63,0678,0656,0654,0676
0D,1D64,0677,0655,0653,0676
0D,1D65,0675,0653,0652,0674
0D,1D66,0674,0652,0650,0673
0D,1D67,0675,0654,0652,0675
0D,1D68,0678,0656,0654,0677
0D,1D69,0677,0655,0654,0675
0D,1D6A,0675,0654,0652,0674
0D,1D6B,0673,0653,0651,0672
0D,1D6C,0675,0654,0653,0674
0D,1D6D,0677,0656,0655,0676
0D,1D6E,0677,0656,0655,0676
0D,1D6F,0675,0654,0652,0674
0D,1D70,0674,0652,0651,0673
0D,1D71,0676,0654,0652,0674
0D,1D72,0678,0656,0653,0676
0D,1D73,0677,0655,0653,0676
0D,1D74,0675,0654,0652,0674
0D,1D75,0674,0653,0651,0672
0D,1D76,0675,0654,0652,0674
0D,1D77,0677,0656,0654,0676
0D,1D78,0677,0655,0654,0676
0D,1D79,0677,0654,0652,0674
0D,1D7A,0674,0653,0651,0673
0D,1D7B,0675,0654,0653,0674
0D,1D7C,0677,0656,0654,0676
0D,1D7D,0676,0656,0654,0675
0D,1D7E,0676,0654,0653,0674
0D,1D7F,0674,0652,0650,0673
0D,1D80,0675,0654,0651,0674
0D,1D81,0677,0655,0653,0676
0D,1D82,0677,0655,0654,0676
0D,1D83,0676,0654,0653,0674
0D,1D84,0674,0652,0650,0672
0D,1D85,0675,0653,0652,0674
0D,1D86,0677,0655,0654,0676
0D,1D87,0676,0655,0653,0675
0D,1D88,0676,0653,0652,0674
0D,1D89,0674,0652,0651,0673
0D,1D8A,0676,0653,0651,0675
0D,1D8B,0677,0655,0653,0676
0D,1D8C,0677,0655,0654,0676
0D,1D8D,0676,0653,0652,0675
0D,1D8E,0674,0652,0651,0672
0D,1D8F,0675,0653,0652,0673
0D,1D90,0677,0655,0654,0676
0D,1D91,0677,0655,0654,0675
0D,1D92,0676,0653,0652,0675
0D,1D93,0674,0652,0651,0674
0D,1D94,0674,0653,0652,0674
0D,1D95,0677,0655,0654,0676
0D,1D96,0677,0655,0654,0675
0D,1D97,0676,0654,0653,0674
0D,1D98,0674,0653,0651,0672
0D,1D99,0674,0653,0652,0674
0D,1D9A,0677,0655,0654,0676
0D,1D9B,0678,0655,0654,0676
0D,1D9C,0676,0654,0652,0675
0D,1D9D,0675,0653,0651,0673
0D,1D9E,0675,0653,0652,0674
0D,1D9F,0677,0656,0655,0676
0D,1DA0,0676,0656,0654,0675
0D,1DA1,0675,0654,0652,0674
0D,1DA2,0675,0652,0651,0673
0D,1DA3,0675,0653,0652,0673
0D,1DA4,0676,0655,0654,0676
0D,1DA5,0677,0655,0654,0676
0D,1DA6,0676,0654,0652,0674
0D,1DA7,0674,0653,0650,0672
0D,1DA8,0675,0653,0652,0673
0D,1DA9,0677,0656,0654,0676
0D,1DAA,0678,0655,0654,0677
0D,1DAB,0677,0653,0652,0675
0D,1DAC,0675,0652,0650,0673
0D,1DAD,0675,0653,0651,0674
0D,1DAE,0677,0655,0654,0676
0D,1DAF,0677,0656,0654,0675
0D,1DB0,0675,0654,0653,0674
0D,1DB1,0674,0653,0651,0672
0D,1DB2,0674,0654,0652,0673
0D,1DB3,0678,0655,0654,0676
0D,1DB4,0677,0654,0655,0677
0D,1DB5,0676,0653,0652,0675
0D,1DB6,0674,0652,0650,0674
0D,1DB7,0674,0652,0652,0674
0D,1DB8,0677,0655,0653,0675
0D,1DB9,0677,0655,0653,0676
0D,1DBA,0676,0653,0652,0675
0D,1DBB,0674,0653,0651,0673
0D,1DBC,0675,0652,0651,0674
0D,1DBD,0677,0655,0654,0676
0D,1DBE,0677,0656,0655,0676
0D,1DBF,0675,0655,0653,0674
0D,1DC0,0674,0653,0652,0673
0D,1DC1,0675,0653,0652,0673
0D,1DC2,0677,0655,0654,0676
0D,1DC3,0677,0655,0654,0676
0D,1DC4,0676,0654,0652,0675
0D,1DC5,0675,0652,0651,0674
0D,1DC6,0675,0652,0651,0675
0D,1DC7,0677,0655,0654,0677
0D,1DC8,0678,0655,0654,0676
0D,1DC9,0676,0654,0653,0674
0D,1DCA,0674,0653,0651,0672
0D,1DCB,0673,0653,0651,0673
0D,1DCC,0677,0656,0654,0676
0D,1DCD,0678,0655,0655,0676
0D,1DCE,0675,0654,0652,0674
0D,1DCF,0674,0653,0651,0673
0D,1DD0,0674,0652,0651,0673
0D,1DD1,0677,0655,0654,0676
0D,1DD2,0677,0655,0654,0676
