0F,084B,05E6,05E7,0605,0606
0F,084C,05E6,05E7,0604,0604
0F,084D,05E6,05E7,0602,0602
0F,084E,05E6,05E7,0603,0604
0F,084F,05E7,05E8,0604,0605
0F,0850,05E7,05E8,0605,0605
0F,0851,05E7,05E7,0604,0604
0F,0852,05E6,05E7,0603,0603
0F,0853,05E5,05E6,0603,0604
0F,0854,05E7,05E8,0605,0605
0F,0855,05E6,05E8,0604,0606
0F,0856,05E7,05E7,0604,0604
0F,0857,05E6,05E6,0603,0603
0F,0858,05E6,05E7,0603,0604
0F,0859,05E7,05E7,0604,0606
0F,085A,05E6,05E7,0604,0606
0F,085B,05E6,05E7,0603,0604
0F,085C,05E6,05E7,0602,0603
0F,085D,05E5,05E7,0603,0604
0F,085E,05E7,05E8,0604,0606
0F,085F,05E7,05E8,0604,0606
0F,0860,05E7,05E8,0604,0604
0F,0861,05E6,05E7,0603,0602
0F,0862,05E5,05E6,0603,0604
0F,0863,05E7,05E7,0604,0606
0F,0864,05E6,05E8,0605,0606
0F,0865,05E7,05E7,0603,0605
0F,0866,05E5,05E7,0603,0603
0F,0867,05E5,05E7,0603,0604
0F,0868,05E7,05E7,0605,0606
0F,0869,05E7,05E8,0605,0607
0F,086A,05E6,05E8,0604,0604
0F,086B,05E6,05E6,0603,0602
0F,086C,05E5,05E6,0603,0603
0F,086D,05E6,05E7,0604,0605
0F,086E,05E7,05E8,0604,0606
0F,086F,05E7,05E8,0604,0604
0F,0870,05E6,05E7,0603,0603
0F,0871,05E5,05E6,0603,0604
0F,0872,05E7,05E7,0604,0606
0F,0873,05E7,05E8,0605,0605
0F,0874,05E7,05E8,0604,0605
0F,0875,05E6,05E7,0603,0603
0F,0876,05E6,05E7,0602,0603
0F,0877,05E6,05E7,0604,0605
0F,0878,05E6,05E8,0605,0606
0F,0879,05E6,05E7,0603,0604
0F,087A,05E5,05E6,0602,0602
0F,087B,05E5,05E6,0603,0603
0F,087C,05E7,05E8,0605,0606
0F,087D,05E6,05E7,0604,0606
