0F,1C80,05A3,05FC,0635,05D9
0F,1C81,05A3,05FB,0634,05D8
0F,1C82,05A2,05FA,0632,05D7
0F,1C83,05A2,05FB,0632,05D6
0F,1C84,05A3,05FB,0633,05D8
0F,1C85,05A3,05FC,0634,05DA
0F,1C86,05A3,05FB,0633,05D9
0F,1C87,05A2,05FB,0633,05D7
0F,1C88,05A2,05FA,0632,05D7
0F,1C89,05A2,05FB,0633,05D8
0F,1C8A,05A3,05FC,0634,05DA
0F,1C8B,05A3,05FB,0634,05D9
0F,1C8C,05A2,05FB,0633,05D7
0F,1C8D,05A2,05FB,0632,05D6
0F,1C8E,05A2,05FB,0634,05D8
0F,1C8F,05A3,05FB,0634,05DA
0F,1C90,05A3,05FC,0634,05D8
0F,1C91,05A3,05FC,0632,05D6
0F,1C92,05A2,05FA,0632,05D6
0F,1C93,05A3,05FC,0634,05D8
0F,1C94,05A3,05FC,0635,05DA
0F,1C95,05A3,05FB,0634,05D9
0F,1C96,05A2,05FB,0633,05D7
0F,1C97,05A2,05FA,0632,05D6
0F,1C98,05A2,05FB,0633,05D8
0F,1C99,05A3,05FC,0634,05D9
0F,1C9A,05A3,05FB,0634,05D9
0F,1C9B,05A3,05FB,0632,05D7
0F,1C9C,05A2,05FA,0632,05D7
0F,1C9D,05A3,05FB,0633,05D9
0F,1C9E,05A3,05FB,0635,05DA
0F,1C9F,05A2,05FC,0634,05D8
0F,1CA0,05A2,05FB,0632,05D7
0F,1CA1,05A2,05FA,0631,05D7
0F,1CA2,05A3,05FB,0633,05D9
0F,1CA3,05A3,05FB,0634,05D9
0F,1CA4,05A3,05FB,0633,05D8
0F,1CA5,05A2,05FB,0633,05D7
0F,1CA6,05A2,05FB,0632,05D6
0F,1CA7,05A3,05FB,0633,05D8
0F,1CA8,05A3,05FB,0634,05DA
0F,1CA9,05A3,05FB,0634,05D8
0F,1CAA,05A3,05FB,0633,05D7
0F,1CAB,05A2,05FA,0632,05D7
0F,1CAC,05A3,05FB,0634,05D8
0F,1CAD,05A3,05FC,0634,05D9
0F,1CAE,05A3,05FC,0634,05D9
0F,1CAF,05A2,05FB,0633,05D7
0F,1CB0,05A2,05FA,0632,05D6
0F,1CB1,05A3,05FB,0633,05D9
0F,1CB2,05A3,05FB,0634,05DA
0F,1CB3,05A3,05FB,0633,05D9
0F,1CB4,05A2,05FA,0632,05D7
0F,1CB5,05A2,05FA,0632,05D6
0F,1CB6,05A3,05FB,0633,05D8
0F,1CB7,05A3,05FB,0635,05DA
0F,1CB8,05A3,05FB,0634,05D8
