0E,084B,0671,0667,064E,0657
0E,084C,0670,0665,064D,0655
0E,084D,066E,0664,064B,0654
0E,084E,066F,0665,064D,0655
0E,084F,0672,0667,064E,0657
0E,0850,0671,0665,064E,0657
0E,0851,0670,0666,064C,0656
0E,0852,066F,0664,064B,0654
0E,0853,066F,0664,064C,0655
0E,0854,0671,0666,064E,0656
0E,0855,0671,0667,064D,0657
0E,0856,0671,0666,064D,0656
0E,0857,066F,0664,064B,0654
0E,0858,066F,0664,064B,0655
0E,0859,0671,0667,064E,0656
0E,085A,0670,0666,064E,0657
0E,085B,0670,0666,064D,0656
0E,085C,066F,0664,064C,0655
0E,085D,066F,0665,064C,0655
0E,085E,0672,0666,064D,0657
0E,085F,0671,0666,064E,0657
0E,0860,0670,0666,064D,0656
0E,0861,066E,0664,064C,0654
0E,0862,066F,0664,064B,0655
0E,0863,0671,0666,064E,0657
0E,0864,0671,0667,064E,0656
0E,0865,0670,0665,064C,0655
0E,0866,066D,0664,064C,0654
0E,0867,066F,0665,064C,0654
0E,0868,0672,0666,064E,0658
0E,0869,0671,0667,064D,0657
0E,086A,0670,0666,064D,0656
0E,086B,066F,0664,064B,0654
0E,086C,066F,0665,064D,0655
0E,086D,0670,0665,064D,0656
0E,086E,0671,0666,064E,0657
0E,086F,0670,0666,064D,0656
0E,0870,0670,0665,064C,0655
0E,0871,066F,0664,064B,0655
0E,0872,0670,0665,064D,0656
0E,0873,0671,0666,064D,0657
0E,0874,066F,0664,064C,0655
0E,0875,066E,0665,064C,0654
0E,0876,066F,0664,064C,0655
0E,0877,0670,0666,064E,0657
0E,0878,0671,0666,064E,0657
0E,0879,066F,0664,064C,0655
0E,087A,066E,0664,064B,0654
0E,087B,066E,0664,064B,0655
0E,087C,0671,0667,064E,0657
0E,087D,0671,0666,064D,0657
0E,087E,0670,0664,064D,0656
0E,087F,066E,0664,064B,0654
0E,0880,066E,0664,064C,0655
0E,0881,0671,0666,064E,0657
0E,0882,0672,0667,064E,0657
0E,0883,066F,0666,064D,0656
0E,0884,066E,0664,064C,0654
0E,0885,066F,0665,064C,0655
0E,0886,0671,0666,064D,0657
0E,0887,0671,0667,064E,0657
0E,0888,066F,0665,064D,0656
0E,0889,066E,0664,064B,0654
0E,088A,066E,0664,064C,0654
0E,088B,0671,0666,064E,0657
0E,088C,0672,0666,064E,0658
0E,088D,066F,0665,064D,0656
0E,088E,066E,0663,064B,0653
0E,088F,066F,0664,064C,0655
0E,0890,0671,0667,064E,0657
0E,0891,0671,0667,064E,0657
0E,0892,0670,0666,064D,0656
0E,0893,066E,0664,064C,0654
0E,0894,066F,0664,064B,0654
0E,0895,0671,0666,064D,0657
0E,0896,0671,0666,064E,0657
0E,0897,0670,0665,064D,0656
0E,0898,066E,0663,064B,0654
0E,0899,066E,0665,064C,0654
0E,089A,0671,0667,064E,0657
0E,089B,0671,0666,064D,0657
0E,089C,0670,0666,064C,0656
0E,089D,066E,0664,064B,0654
0E,089E,066E,0664,064C,0654
0E,089F,0671,0667,064E,0656
0E,08A0,0672,0667,064E,0657
0E,08A1,066F,0665,064D,0656
0E,08A2,066F,0665,064C,0654
0E,08A3,066F,0664,064B,0654
0E,08A4,0670,0666,064D,0657
0E,08A5,0671,0667,064E,0657
0E,08A6,066F,0665,064D,0655
0E,08A7,066E,0663,064A,0654
0E,08A8,066F,0665,064C,0654
0E,08A9,0671,0666,064D,0656
0E,08AA,0671,0666,064E,0657
0E,08AB,0670,0666,064D,0655
0E,08AC,066F,0664,064C,0654
0E,08AD,066E,0664,064C,0655
0E,08AE,0671,0667,064E,0657
0E,08AF,0671,0667,064E,0657
0E,08B0,0670,0666,064D,0655
0E,08B1,066F,0664,064C,0654
0E,08B2,066E,0663,064B,0654
0E,08B3,0672,0666,064D,0657
0E,08B4,0672,0666,064E,0657
0E,08B5,0670,0665,064D,0656
0E,08B6,066E,0664,064C,0655
0E,08B7,066E,0665,064C,0654
0E,08B8,0671,0666,064E,0658
0E,08B9,0671,0667,064E,0658
0E,08BA,0671,0666,064D,0656
0E,08BB,066E,0664,064B,0654
0E,08BC,066D,0663,064C,0654
0E,08BD,0671,0666,064D,0656
0E,08BE,0672,0667,064E,0657
0E,08BF,066F,0666,064D,0655
0E,08C0,066E,0664,064C,0654
0E,08C1,066F,0664,064B,0654
0E,08C2,0670,0666,064D,0657
0E,08C3,0671,0667,064E,0658
0E,08C4,0671,0666,064D,0656
0E,08C5,066E,0664,064C,0654
0E,08C6,066F,0664,064B,0654
0E,08C7,0671,0667,064E,0657
0E,08C8,0672,0667,064E,0658
0E,08C9,0671,0666,064D,0656
0E,08CA,066F,0664,064B,0654
0E,08CB,066E,0664,064C,0655
0E,08CC,0671,0667,064D,0656
0E,08CD,0671,0667,064E,0657
0E,08CE,0670,0665,064D,0656
0E,08CF,066F,0664,064C,0654
0E,08D0,066F,0663,064B,0654
0E,08D1,0671,0666,064E,0657
0E,08D2,0671,0667,064E,0657
0E,08D3,0670,0665,064D,0656
0E,08D4,066E,0664,064C,0655
0E,08D5,066E,0664,064C,0654
0E,08D6,0671,0666,064D,0657
0E,08D7,0671,0667,064E,0657
0E,08D8,0670,0665,064D,0656
0E,08D9,066F,0664,064B,0654
0E,08DA,066D,0663,064C,0654
0E,08DB,0671,0665,064E,0657
0E,08DC,0672,0667,064D,0657
0E,08DD,0670,0666,064E,0656
0E,08DE,066F,0665,064C,0654
0E,08DF,066E,0663,064B,0654
0E,08E0,0671,0666,064D,0657
0E,08E1,0671,0667,064E,0657
0E,08E2,0670,0666,064D,0656
0E,08E3,066E,0664,064C,0655
0E,08E4,066F,0665,064C,0654
0E,08E5,0670,0666,064E,0656
0E,08E6,0671,0666,064E,0657
0E,08E7,0670,0665,064D,0655
0E,08E8,066E,0664,064B,0654
0E,08E9,066E,0663,064B,0654
0E,08EA,0671,0667,064D,0657
0E,08EB,0672,0666,064E,0658
0E,08EC,0670,0666,064D,0656
0E,08ED,066F,0664,064B,0654
0E,08EE,066E,0664,064B,0654
0E,08EF,0670,0666,064D,0656
0E,08F0,0672,0668,064F,0657
0E,08F1,0671,0666,064D,0656
0E,08F2,066E,0664,064B,0654
0E,08F3,066E,0664,064C,0654
0E,08F4,0671,0666,064D,0657
0E,08F5,0671,0666,064E,0657
0E,08F6,0670,0666,064D,0656
0E,08F7,066F,0664,064B,0654
0E,08F8,066E,0663,064B,0654
0E,08F9,0671,0666,064D,0657
0E,08FA,0671,0666,064E,0658
0E,08FB,0670,0665,064D,0656
0E,08FC,066F,0664,064B,0654
0E,08FD,066E,0663,064B,0654
0E,08FE,0671,0666,064D,0657
0E,08FF,0671,0667,064E,0656
0E,0900,066F,0665,064D,0655
0E,0901,066D,0663,064C,0654
0E,0902,066F,0665,064C,0654
0E,0903,0671,0665,064D,0657
0E,0904,0671,0666,064E,0657
0E,0905,0671,0665,064C,0655
0E,0906,066E,0663,064C,0655
0E,0907,066D,0664,064B,0654
0E,0908,0671,0666,064D,0657
0E,0909,0672,0667,064E,0658
0E,090A,0670,0665,064D,0656
0E,090B,066E,0664,064B,0654
0E,090C,066E,0663,064B,0654
0E,090D,0671,0665,064D,0657
0E,090E,0672,0667,064E,0657
0E,090F,0671,0665,064D,0656
0E,0910,066E,0664,064C,0654
0E,0911,066E,0664,064A,0654
0E,0912,0670,0666,064E,0656
0E,0913,0671,0666,064E,0657
0E,0914,0670,0665,064D,0656
0E,0915,066E,0663,064B,0654
0E,0916,066E,0663,064B,0653
0E,0917,0670,0665,064D,0657
0E,0918,0671,0666,064E,0657
0E,0919,0670,0666,064D,0655
