0C,1CAC,061D,062E,0665,0655
0C,1CAD,061D,062E,0665,0654
0C,1CAE,061F,0630,0667,0657
0C,1CAF,0620,0631,0667,0658
0C,1CB0,061F,062F,0666,0656
0C,1CB1,061E,062E,0665,0656
0C,1CB2,061D,062E,0665,0655
0C,1CB3,061F,0631,0667,0657
0C,1CB4,0620,0631,0666,0658
0C,1CB5,061F,062F,0666,0656
0C,1CB6,061E,062E,0665,0655
0C,1CB7,061E,062D,0664,0656
0C,1CB8,0620,0630,0667,0657
0C,1CB9,0621,0631,0667,0658
0C,1CBA,061F,062F,0667,0657
0C,1CBB,061E,062E,0666,0655
0C,1CBC,061E,062E,0664,0654
0C,1CBD,061F,0631,0667,0657
0C,1CBE,0620,0631,0667,0657
0C,1CBF,0620,062F,0666,0656
0C,1CC0,061E,062E,0665,0656
0C,1CC1,061E,062E,0665,0655
0C,1CC2,0620,0631,0666,0657
0C,1CC3,061F,0631,0667,0658
0C,1CC4,061F,0630,0666,0656
0C,1CC5,061F,062E,0665,0656
0C,1CC6,061D,062E,0665,0656
0C,1CC7,0620,0631,0666,0657
0C,1CC8,0620,0631,0667,0658
0C,1CC9,0620,0630,0667,0656
0C,1CCA,061E,062E,0666,0655
0C,1CCB,061E,062E,0664,0656
0C,1CCC,0620,0631,0666,0657
0C,1CCD,0621,0632,0667,0657
0C,1CCE,0620,0630,0666,0657
0C,1CCF,061E,062E,0666,0656
0C,1CD0,061D,062E,0665,0655
0C,1CD1,061F,0630,0666,0657
0C,1CD2,0620,0631,0667,0658
0C,1CD3,061F,0630,0665,0656
0C,1CD4,061E,062E,0664,0655
0C,1CD5,061D,062D,0665,0655
0C,1CD6,0620,0630,0666,0657
0C,1CD7,0621,0631,0666,0658
0C,1CD8,061F,0630,0666,0657
0C,1CD9,061E,062E,0665,0656
0C,1CDA,061E,062E,0664,0655
0C,1CDB,061F,0630,0666,0657
0C,1CDC,0620,0631,0667,0658
0C,1CDD,0620,0630,0666,0656
0C,1CDE,061D,062E,0665,0656
0C,1CDF,061E,062E,0664,0655
0C,1CE0,061F,062F,0666,0657
0C,1CE1,0620,0631,0667,0658
0C,1CE2,0620,0630,0666,0656
0C,1CE3,061E,062E,0665,0655
0C,1CE4,061D,062E,0665,0654
0C,1CE5,061F,0630,0667,0657
0C,1CE6,0620,0631,0667,0658
0C,1CE7,061F,0630,0666,0657
0C,1CE8,061E,062E,0665,0656
0C,1CE9,061D,062E,0665,0656
0C,1CEA,061F,0630,0667,0657
0C,1CEB,0620,0632,0667,0657
0C,1CEC,061F,0630,0666,0657
0C,1CED,061E,062F,0665,0656
0C,1CEE,061E,062D,0664,0655
0C,1CEF,061F,0630,0666,0657
0C,1CF0,0620,0631,0667,0658
0C,1CF1,061F,062F,0666,0657
0C,1CF2,061E,062E,0666,0655
0C,1CF3,061D,062E,0665,0655
0C,1CF4,061F,0630,0666,0657
0C,1CF5,0620,0632,0667,0658
0C,1CF6,061F,0630,0666,0656
0C,1CF7,061E,062E,0665,0655
0C,1CF8,061D,062D,0665,0655
0C,1CF9,0620,0631,0666,0657
0C,1CFA,0621,0631,0666,0658
0C,1CFB,061F,0630,0666,0657
0C,1CFC,061E,062E,0666,0656
0C,1CFD,061D,062E,0664,0655
0C,1CFE,061F,0630,0666,0656
0C,1CFF,0620,0632,0667,0657
0C,1D00,061F,0630,0666,0656
0C,1D01,061E,062E,0666,0655
0C,1D02,061D,062E,0664,0654
0C,1D03,061F,0630,0666,0656
0C,1D04,0620,0632,0667,0658
0C,1D05,0620,0630,0665,0656
0C,1D06,061E,062E,0665,0655
0C,1D07,061D,062D,0665,0655
0C,1D08,061F,062F,0666,0657
0C,1D09,0620,0631,0666,0658
0C,1D0A,061F,0631,0666,0657
0C,1D0B,061E,062F,0666,0656
0C,1D0C,061D,062D,0665,0655
0C,1D0D,061F,062F,0666,0656
0C,1D0E,0621,0631,0667,0658
0C,1D0F,0620,0630,0666,0657
0C,1D10,061E,062E,0665,0655
0C,1D11,061E,062D,0665,0654
0C,1D12,061F,0630,0666,0656
0C,1D13,0620,0631,0667,0658
0C,1D14,0620,0630,0666,0656
0C,1D15,061E,062E,0665,0656
0C,1D16,061D,062E,0665,0655
0C,1D17,061F,062F,0666,0656
0C,1D18,0620,0631,0667,0658
0C,1D19,0620,0630,0666,0657
0C,1D1A,061E,062E,0665,0656
0C,1D1B,061D,062D,0665,0655
0C,1D1C,061F,0630,0665,0656
0C,1D1D,0620,0631,0667,0657
0C,1D1E,061F,0630,0666,0657
0C,1D1F,061E,062E,0665,0655
0C,1D20,061D,062E,0664,0654
0C,1D21,061F,0630,0666,0656
0C,1D22,0620,0631,0666,0657
0C,1D23,061F,0630,0665,0656
0C,1D24,061E,062E,0665,0656
