,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,62.8912563805181,16.030531349361667,-0.011811678589253036,0.026118782232573617,1446,1524,1560,1481,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
1,0.02,63.08949450764913,16.23735202118441,-0.011984021304926764,0.0262982689747004,1445,1523,1560,1480,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
2,0.04,63.4582677953,15.823917016752578,-0.012304622547389425,0.025939474559361488,1446,1524,1561,1483,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
3,0.06,63.64714591191148,16.010517120855916,-0.012468827930174564,0.026101413133832088,1446,1524,1562,1483,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
4,0.08,63.462976197714305,16.21719020030128,-0.012308715901530274,0.026280771789753826,1445,1524,1561,1482,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
5,0.1,63.278622589643746,16.80759083082096,-0.012148444000665668,0.026793143617906474,1444,1524,1561,1480,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
6,0.12,63.08949450764913,16.23735202118441,-0.011984021304926764,0.0262982689747004,1445,1523,1560,1480,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
7,0.14,63.4582677953,16.590321677852987,-0.012304622547389425,0.02660458929165281,1445,1525,1562,1482,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
8,0.16,63.453562523472414,16.19705519035017,-0.012300531914893617,0.026263297872340427,1446,1525,1562,1483,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
9,0.18,63.65191635454377,16.40378696614162,-0.012472975220355896,0.0264427074671545,1445,1524,1562,1482,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
10,0.2,63.273973176084695,16.413924930451156,-0.012144401929795375,0.026451505573115954,1445,1524,1561,1481,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
11,0.22,62.900303456424616,16.05057223240846,-0.011819543865490261,0.02613617446312635,1445,1523,1559,1480,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
12,0.24,63.462976197714305,16.21719020030128,-0.012308715901530274,0.026280771789753826,1445,1524,1561,1482,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
13,0.26,63.453562523472414,16.19705519035017,-0.012300531914893617,0.026263297872340427,1446,1525,1562,1483,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
14,0.28,63.64714591191148,16.010517120855916,-0.012468827930174564,0.026101413133832088,1446,1524,1562,1483,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
