#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.576048541217747,0.00000
#2019/11/09 14:27:27
#E-defense2019-実験前
LEDNo14,　横付け
2710mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,3229,832,308,795
-625,-625,3229,833,308,794
-625,-625,3228,832,308,794
-625,-625,3228,832,308,794
-625,-625,3228,832,308,794
-625,-625,3229,832,308,794
-625,-625,3228,832,308,795
-625,-625,3228,833,308,795
-625,-625,3228,832,308,794
-625,-625,3228,832,308,794
-625,-625,3228,833,308,794
-625,-625,3229,832,308,795
-625,-625,3228,832,308,795
-625,-625,3228,832,308,794
-625,-625,3229,833,308,794
-625,-625,3229,833,308,795
-625,-625,3229,833,308,794
-625,-625,3229,832,308,794
-625,-625,3228,832,309,794
-625,-625,3228,833,308,794
-500,-625,3085,811,374,1058
-500,-625,3085,811,374,1057
-500,-625,3085,811,375,1058
-500,-625,3085,812,375,1058
-500,-625,3084,811,374,1058
-500,-625,3085,811,374,1058
-500,-625,3085,811,374,1057
-500,-625,3085,811,374,1058
-500,-625,3085,811,375,1058
-500,-625,3085,811,374,1058
-500,-625,3085,811,374,1058
-500,-625,3085,811,375,1058
-500,-625,3085,811,375,1058
-500,-625,3084,811,374,1058
-500,-625,3085,811,375,1058
-500,-625,3085,811,374,1058
-500,-625,3085,811,374,1058
-500,-625,3085,811,375,1058
-500,-625,3085,811,375,1058
-500,-625,3084,811,374,1058
-375,-625,2893,777,438,1318
-375,-625,2893,777,438,1318
-375,-625,2893,777,437,1318
-375,-625,2893,776,437,1318
-375,-625,2893,777,438,1318
-375,-625,2894,777,438,1318
-375,-625,2893,777,437,1318
-375,-625,2893,777,438,1318
-375,-625,2893,777,438,1318
-375,-625,2893,776,438,1318
-375,-625,2893,777,438,1318
-375,-625,2893,777,438,1318
-375,-625,2893,777,438,1318
-375,-625,2893,777,437,1318
-375,-625,2893,777,437,1317
-375,-625,2893,777,438,1318
-375,-625,2893,777,437,1318
-375,-625,2893,777,437,1318
-375,-625,2893,777,437,1318
-375,-625,2893,776,437,1318
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2679,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-250,-625,2680,737,499,1577
-125,-625,2457,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1840
-125,-625,2457,695,560,1840
-125,-625,2457,695,560,1839
-125,-625,2458,695,560,1840
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2457,694,561,1840
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2457,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2457,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2457,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1839
-125,-625,2458,695,560,1839
0,-625,2219,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2219,647,618,2097
0,-625,2219,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,619,2097
0,-625,2219,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2220,647,618,2097
0,-625,2219,647,618,2097
0,-625,2219,647,618,2097
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,594,671,2345
125,-625,1968,593,671,2344
125,-625,1968,593,671,2345
125,-625,1968,593,672,2344
125,-625,1968,594,671,2345
125,-625,1968,593,671,2344
125,-625,1968,593,671,2345
125,-625,1968,594,672,2344
125,-625,1968,593,672,2344
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
125,-625,1968,594,671,2343
125,-625,1968,593,671,2344
125,-625,1968,593,671,2344
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,535,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,721,2582
250,-625,1711,536,720,2582
375,-625,1455,477,769,2815
375,-625,1455,477,770,2815
375,-625,1455,478,770,2815
375,-625,1455,477,769,2815
375,-625,1455,478,769,2815
375,-625,1455,477,769,2815
375,-625,1455,477,769,2815
375,-625,1454,477,769,2815
375,-625,1455,477,769,2815
375,-625,1454,477,770,2815
375,-625,1455,477,770,2815
375,-625,1455,477,769,2815
375,-625,1455,477,769,2815
375,-625,1455,477,769,2815
375,-625,1455,477,769,2815
375,-625,1455,477,769,2815
375,-625,1455,477,770,2815
375,-625,1455,477,770,2815
375,-625,1455,477,770,2815
375,-625,1455,477,770,2815
500,-625,1193,415,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,414,812,3026
500,-625,1193,414,812,3027
500,-625,1193,414,812,3026
500,-625,1193,414,812,3027
500,-625,1193,415,812,3026
500,-625,1193,414,812,3027
500,-625,1193,414,812,3026
500,-625,1193,414,812,3027
500,-625,1193,415,812,3027
500,-625,1194,414,812,3027
500,-625,1193,414,812,3027
500,-625,1193,415,812,3027
625,-625,938,351,851,3232
625,-625,938,352,852,3231
625,-625,939,352,852,3232
625,-625,939,352,852,3232
625,-625,939,352,852,3232
625,-625,938,351,852,3232
625,-625,939,352,852,3232
625,-625,939,352,851,3232
625,-625,939,352,851,3231
625,-625,938,351,851,3231
625,-625,938,352,851,3231
625,-625,939,352,851,3231
625,-625,938,352,851,3231
625,-625,938,352,851,3231
625,-625,938,352,851,3231
625,-625,938,351,851,3231
625,-625,938,352,852,3231
625,-625,938,352,851,3231
625,-625,938,352,851,3231
625,-625,938,351,851,3231
-625,-500,3032,1079,366,764
-625,-500,3031,1080,366,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,366,764
-625,-500,3032,1080,366,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,366,763
-625,-500,3032,1080,366,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,367,764
-625,-500,3032,1080,366,764
-625,-500,3032,1080,366,764
-625,-500,3032,1080,367,764
-625,-500,3032,1079,367,764
-625,-500,3032,1080,367,764
-500,-500,2871,1037,447,1003
-500,-500,2871,1037,447,1003
-500,-500,2871,1037,447,1003
-500,-500,2871,1037,447,1003
-500,-500,2872,1037,446,1003
-500,-500,2871,1037,447,1003
-500,-500,2871,1037,447,1003
