#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.57655317086853,0.00000
#2019/11/09 14:10:37
#E-defense2019-実験前
LEDNo13,　横付け
2710mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,2948,797,280,684
-625,-625,2948,797,279,684
-625,-625,2949,797,279,683
-625,-625,2948,797,279,685
-625,-625,2948,797,279,684
-625,-625,2948,797,280,684
-625,-625,2948,797,279,683
-625,-625,2948,797,279,683
-625,-625,2948,797,280,684
-625,-625,2948,797,279,684
-625,-625,2949,797,280,684
-625,-625,2948,797,279,683
-625,-625,2948,797,279,684
-625,-625,2949,796,279,684
-625,-625,2948,796,279,684
-625,-625,2948,797,280,684
-625,-625,2948,797,280,684
-625,-625,2948,797,279,684
-625,-625,2948,797,279,684
-625,-625,2948,797,279,684
-500,-625,2915,798,350,948
-500,-625,2916,798,351,948
-500,-625,2915,798,351,948
-500,-625,2916,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,947
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,947
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,948
-500,-625,2915,798,351,947
-500,-625,2915,798,351,948
-500,-625,2914,798,351,948
-375,-625,2801,778,420,1218
-375,-625,2801,778,421,1219
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1219
-375,-625,2801,778,421,1218
-375,-625,2801,779,421,1218
-375,-625,2801,778,420,1218
-375,-625,2801,778,421,1218
-375,-625,2800,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2801,778,421,1218
-375,-625,2800,778,420,1218
-375,-625,2801,778,421,1218
-375,-625,2800,778,421,1218
-375,-625,2800,778,421,1218
-250,-625,2649,750,491,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,490,1497
-250,-625,2649,749,490,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,490,1496
-250,-625,2649,749,490,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,491,1497
-250,-625,2650,749,490,1497
-250,-625,2649,749,491,1497
-250,-625,2650,749,491,1497
-250,-625,2649,749,490,1496
-250,-625,2649,749,490,1497
-250,-625,2648,750,491,1497
-250,-625,2649,749,490,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,491,1497
-250,-625,2649,749,491,1497
-125,-625,2462,712,558,1774
-125,-625,2461,712,558,1774
-125,-625,2462,712,558,1774
-125,-625,2461,712,558,1774
-125,-625,2461,712,558,1775
-125,-625,2461,713,558,1774
-125,-625,2462,712,558,1774
-125,-625,2461,712,558,1775
-125,-625,2461,712,558,1775
-125,-625,2461,712,558,1774
-125,-625,2461,712,558,1774
-125,-625,2461,712,558,1774
-125,-625,2461,712,558,1774
-125,-625,2462,712,558,1775
-125,-625,2461,712,558,1774
-125,-625,2462,712,558,1774
-125,-625,2461,712,558,1775
-125,-625,2462,712,558,1774
-125,-625,2461,712,558,1775
-125,-625,2461,712,558,1774
0,-625,2254,669,623,2057
0,-625,2254,669,623,2057
0,-625,2254,669,624,2057
0,-625,2254,668,623,2057
0,-625,2254,669,624,2057
0,-625,2254,669,624,2057
0,-625,2254,669,623,2057
0,-625,2254,668,624,2057
0,-625,2254,669,624,2057
0,-625,2254,668,624,2057
0,-625,2253,668,624,2057
0,-625,2254,669,623,2057
0,-625,2254,668,624,2057
0,-625,2254,668,624,2057
0,-625,2254,669,623,2057
0,-625,2254,668,624,2057
0,-625,2254,668,623,2057
0,-625,2254,668,623,2057
0,-625,2254,668,623,2057
0,-625,2253,669,623,2057
125,-625,2043,623,690,2356
125,-625,2043,624,690,2355
125,-625,2044,624,690,2356
125,-625,2043,623,690,2356
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2356
125,-625,2044,623,690,2356
125,-625,2044,623,691,2355
125,-625,2043,624,690,2356
125,-625,2043,623,690,2355
125,-625,2043,623,691,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,690,2355
125,-625,2043,623,691,2355
250,-625,1827,576,759,2670
250,-625,1827,575,758,2670
250,-625,1827,575,758,2670
250,-625,1827,576,759,2669
250,-625,1827,576,759,2670
250,-625,1827,575,759,2670
250,-625,1827,575,759,2670
250,-625,1827,575,759,2670
250,-625,1827,575,759,2670
250,-625,1827,576,758,2669
250,-625,1828,576,758,2670
250,-625,1827,575,759,2670
250,-625,1827,576,759,2670
250,-625,1827,576,758,2670
250,-625,1827,575,758,2670
250,-625,1827,576,759,2670
250,-625,1827,575,758,2670
250,-625,1827,575,759,2670
250,-625,1827,576,759,2670
250,-625,1827,576,758,2670
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1599,524,828,2997
375,-625,1600,524,829,2998
375,-625,1600,525,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1599,524,829,2997
375,-625,1600,524,828,2997
375,-625,1600,524,829,2997
375,-625,1600,524,829,2997
375,-625,1600,524,828,2997
375,-625,1599,524,829,2997
375,-625,1600,524,828,2997
500,-625,1358,469,899,3328
500,-625,1358,469,899,3329
500,-625,1358,469,899,3328
500,-625,1358,469,899,3329
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1359,469,899,3328
500,-625,1358,469,898,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1359,469,899,3328
500,-625,1359,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
500,-625,1358,469,899,3328
625,-625,1106,411,968,3346
625,-625,1106,410,968,3345
625,-625,1106,410,968,3345
625,-625,1106,410,968,3346
625,-625,1106,410,968,3345
625,-625,1106,410,969,3346
625,-625,1106,410,968,3345
625,-625,1106,410,969,3345
625,-625,1106,411,968,3345
625,-625,1106,410,968,3345
625,-625,1106,411,969,3346
625,-625,1106,410,969,3345
625,-625,1107,410,968,3345
625,-625,1106,410,969,3345
625,-625,1106,411,969,3345
625,-625,1106,411,969,3345
625,-625,1106,411,969,3346
625,-625,1106,411,969,3345
