#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.572416952423648,0.00000
#2019/11/07 16:22:08
#E-defense2019-実験前
LEDNo16,　横付け
2707mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,3347,929,349,888
-625,-625,3347,928,350,889
-625,-625,3347,929,350,888
-625,-625,3347,929,350,888
-625,-625,3347,929,350,888
-625,-625,3347,929,350,888
-625,-625,3347,928,350,889
-625,-625,3347,929,350,889
-625,-625,3347,929,350,888
-625,-625,3347,929,350,888
-625,-625,3347,929,350,889
-625,-625,3347,929,350,888
-625,-625,3347,929,350,889
-625,-625,3347,929,350,888
-625,-625,3347,929,350,888
-625,-625,3347,928,350,889
-625,-625,3347,929,350,889
-625,-625,3347,929,350,888
-625,-625,3347,929,350,889
-625,-625,3347,929,350,888
-500,-625,3196,892,419,1155
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3196,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,891,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-500,-625,3195,892,419,1154
-375,-625,2978,847,487,1422
-375,-625,2979,846,487,1422
-375,-625,2978,847,487,1423
-375,-625,2979,847,487,1422
-375,-625,2979,846,487,1422
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1422
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1422
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1422
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-375,-625,2979,847,487,1423
-250,-625,2744,795,552,1692
-250,-625,2744,795,552,1692
-250,-625,2744,795,552,1692
-250,-625,2744,795,552,1691
-250,-625,2744,796,552,1692
-250,-625,2744,795,552,1692
-250,-625,2744,795,552,1692
-250,-625,2743,795,552,1692
-250,-625,2744,796,552,1692
-250,-625,2744,795,553,1692
-250,-625,2744,795,552,1691
-250,-625,2744,795,552,1692
-250,-625,2743,795,552,1692
-250,-625,2743,795,552,1692
-250,-625,2744,795,552,1691
-250,-625,2744,795,552,1691
-250,-625,2743,795,552,1692
-250,-625,2744,795,552,1691
-250,-625,2743,795,552,1692
-250,-625,2743,795,552,1691
-125,-625,2486,736,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,736,612,1952
-125,-625,2486,737,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,736,612,1952
-125,-625,2486,736,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,737,611,1952
-125,-625,2486,737,612,1952
-125,-625,2487,736,611,1952
-125,-625,2486,736,612,1952
-125,-625,2486,737,611,1952
-125,-625,2486,736,611,1952
-125,-625,2486,736,612,1952
-125,-625,2486,736,611,1952
-125,-625,2486,736,611,1952
-125,-625,2486,736,611,1952
0,-625,2220,674,666,2206
0,-625,2220,674,666,2206
0,-625,2220,674,666,2205
0,-625,2220,673,666,2205
0,-625,2219,674,666,2206
0,-625,2220,674,666,2206
0,-625,2219,674,666,2206
0,-625,2220,674,666,2206
0,-625,2220,674,666,2205
0,-625,2220,674,666,2206
0,-625,2220,674,666,2206
0,-625,2220,674,666,2205
0,-625,2220,674,666,2206
0,-625,2219,674,666,2206
0,-625,2220,674,666,2206
0,-625,2220,674,666,2206
0,-625,2219,674,666,2205
0,-625,2220,674,666,2206
0,-625,2219,674,666,2205
