#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.57258818616799,0.00000
#2019/11/09 13:54:03
#E-defense2019-実験前
LEDNo12,　横付け
2709mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,219,532
-625,-625,2453,645,220,532
-625,-625,2453,645,220,532
-625,-625,2453,645,219,532
-625,-625,2453,645,219,532
-625,-625,2453,645,220,532
-625,-625,2453,645,219,532
-625,-625,2453,645,220,532
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2452,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2452,654,280,755
-500,-625,2451,654,280,755
-500,-625,2452,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-500,-625,2451,655,280,755
-500,-625,2451,654,280,755
-500,-625,2451,654,280,755
-375,-625,2394,650,343,996
-375,-625,2394,650,343,996
-375,-625,2394,651,343,996
-375,-625,2394,651,343,996
-375,-625,2394,650,343,996
-375,-625,2395,651,343,996
-375,-625,2394,650,343,996
-375,-625,2394,650,343,996
-375,-625,2394,651,343,996
-375,-625,2394,650,343,996
-375,-625,2395,651,343,996
-375,-625,2394,651,343,996
-375,-625,2394,650,343,996
-375,-625,2394,651,343,996
-375,-625,2394,651,343,996
-375,-625,2394,650,343,996
-375,-625,2394,651,344,996
-375,-625,2394,651,344,996
-375,-625,2394,651,343,996
-375,-625,2394,651,343,996
-250,-625,2315,642,411,1258
-250,-625,2314,641,410,1257
-250,-625,2314,642,410,1257
-250,-625,2314,642,410,1257
-250,-625,2314,641,410,1257
-250,-625,2315,642,410,1257
-250,-625,2314,642,410,1257
-250,-625,2314,642,411,1257
-250,-625,2315,641,410,1257
-250,-625,2314,641,411,1257
-250,-625,2314,641,411,1257
-250,-625,2315,642,410,1257
-250,-625,2314,642,410,1257
-250,-625,2315,642,410,1257
-250,-625,2314,641,410,1257
-250,-625,2314,641,410,1257
-250,-625,2315,642,410,1257
-250,-625,2315,642,410,1257
-250,-625,2314,642,410,1257
-250,-625,2314,642,410,1257
-125,-625,2201,623,478,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,478,1531
-125,-625,2202,623,478,1531
-125,-625,2201,623,478,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,478,1531
-125,-625,2201,623,478,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,478,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,477,1531
-125,-625,2202,624,478,1531
-125,-625,2201,623,477,1531
-125,-625,2201,623,478,1531
-125,-625,2201,623,478,1531
0,-625,2053,595,542,1808
0,-625,2052,595,542,1809
0,-625,2053,595,542,1808
0,-625,2053,595,542,1808
0,-625,2053,594,542,1809
0,-625,2053,595,542,1808
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1808
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2053,595,542,1809
0,-625,2052,594,542,1809
125,-625,1869,556,601,2081
125,-625,1870,557,601,2081
125,-625,1869,556,600,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,600,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1870,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,556,601,2081
125,-625,1870,556,601,2081
125,-625,1869,556,601,2081
125,-625,1869,557,601,2081
125,-625,1869,556,601,2081
250,-625,1668,512,657,2354
250,-625,1668,512,657,2354
250,-625,1668,513,657,2354
250,-625,1668,513,657,2354
250,-625,1668,513,657,2354
250,-625,1668,513,657,2354
250,-625,1668,513,657,2354
250,-625,1668,512,657,2354
250,-625,1668,513,657,2354
250,-625,1668,513,657,2354
250,-625,1668,512,657,2354
