#XYS200,DPSD2018,COEF,11,11,125,20,1000,0.572427690446892,0.00000
#2019/11/07 17:02:15
#E-defense2019-実験前
LEDNo18,　横付け
2699mm
#Xtrue,Ytrue,V1,V2,V3,V4
-625,-625,3357,924,371,998
-625,-625,3357,924,371,997
-625,-625,3357,924,372,997
-625,-625,3357,924,372,997
-625,-625,3357,924,372,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,372,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3356,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,372,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-625,-625,3357,924,371,997
-500,-625,3357,897,445,1287
-500,-625,3357,897,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,897,445,1288
-500,-625,3357,896,445,1288
-500,-625,3357,897,445,1288
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1569
-375,-625,3138,853,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,853,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,852,515,1569
-375,-625,3138,852,514,1570
-375,-625,3138,853,514,1569
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-375,-625,3138,853,514,1569
-375,-625,3138,852,514,1569
-375,-625,3138,852,514,1570
-375,-625,3138,852,514,1570
-250,-625,2862,802,582,1851
-250,-625,2862,801,582,1851
-250,-625,2862,801,582,1851
-250,-625,2862,801,582,1851
-250,-625,2862,801,582,1851
