0C,1C57,062B,0637,067F,0673
0C,1C58,062A,0637,067F,0672
0C,1C59,062C,0639,0681,0675
0C,1C5A,062E,063C,0681,0676
0C,1C5B,062D,0639,0680,0675
0C,1C5C,062B,0638,0680,0673
0C,1C5D,062B,0638,067F,0672
0C,1C5E,062D,063A,0681,0675
0C,1C5F,062D,063B,0680,0674
0C,1C60,062C,0639,0680,0674
0C,1C61,062A,0639,0680,0673
0C,1C62,062B,0638,067F,0672
0C,1C63,062C,063A,0681,0675
0C,1C64,062C,063A,0682,0675
0C,1C65,062C,063A,0680,0674
0C,1C66,062B,0638,067F,0672
0C,1C67,062A,0637,067F,0672
0C,1C68,062C,063A,0680,0675
0C,1C69,062E,063B,0681,0675
0C,1C6A,062C,0639,067F,0674
0C,1C6B,062C,0638,067E,0672
0C,1C6C,062A,0637,067F,0673
0C,1C6D,062C,063A,0681,0675
0C,1C6E,062D,063A,0680,0675
0C,1C6F,062C,0639,0680,0674
0C,1C70,062C,0638,067F,0672
0C,1C71,062B,0637,067E,0672
0C,1C72,062C,0639,0680,0674
0C,1C73,062E,063B,0681,0675
0C,1C74,062C,063A,0680,0674
0C,1C75,062C,0638,067F,0673
0C,1C76,062B,0637,067E,0672
0C,1C77,062C,063A,0680,0674
0C,1C78,062D,063B,0681,0675
0C,1C79,062D,063A,0680,0674
0C,1C7A,062B,0638,0680,0673
0C,1C7B,062A,0638,067F,0672
0C,1C7C,062C,063A,0680,0673
0C,1C7D,062D,063B,0681,0675
0C,1C7E,062D,063B,0681,0674
0C,1C7F,062C,0638,0680,0674
0C,1C80,062A,0637,067F,0673
0C,1C81,062D,063A,0680,0674
0C,1C82,062E,063C,0681,0675
0C,1C83,062C,063B,0681,0674
0C,1C84,062C,0639,0680,0674
0C,1C85,062B,0638,067F,0672
0C,1C86,062B,0639,0680,0674
0C,1C87,062D,063B,0681,0675
0C,1C88,062C,063A,0681,0675
0C,1C89,062B,0639,0680,0674
0C,1C8A,062B,0638,067F,0673
0C,1C8B,062D,0639,0680,0675
0C,1C8C,062D,063C,0682,0676
0C,1C8D,062D,063A,0681,0674
0C,1C8E,062B,0639,0680,0674
0C,1C8F,062A,0638,067F,0672
0C,1C90,062C,0639,0680,0674
0C,1C91,062E,063C,0681,0675
0C,1C92,062D,063B,0681,0675
0C,1C93,062B,0638,0680,0673
0C,1C94,062B,0637,0680,0673
0C,1C95,062C,0639,0680,0674
0C,1C96,062D,063B,0680,0675
0C,1C97,062C,063A,0681,0675
0C,1C98,062C,0639,0680,0673
0C,1C99,062B,0637,067F,0672
0C,1C9A,062C,063A,0680,0674
0C,1C9B,062E,063C,0681,0675
0C,1C9C,062D,063A,0680,0675
0C,1C9D,062B,0639,0681,0672
0C,1C9E,062B,0638,067F,0672
0C,1C9F,062B,0638,0680,0674
0C,1CA0,062D,063A,0680,0675
0C,1CA1,062D,063A,0680,0675
0C,1CA2,062C,0639,0680,0674
0C,1CA3,062B,0638,067F,0672
0C,1CA4,062B,0639,0680,0674
0C,1CA5,062D,063A,0681,0676
0C,1CA6,062D,063B,0681,0675
0C,1CA7,062C,0639,067F,0673
0C,1CA8,062B,0637,067F,0673
0C,1CA9,062C,0639,0680,0672
0C,1CAA,062D,063A,0681,0675
0C,1CAB,062D,063A,0680,0675
0C,1CAC,062C,0639,0680,0674
0C,1CAD,062B,0637,067F,0672
0C,1CAE,062B,0639,0680,0673
0C,1CAF,062E,063B,0681,0675
0C,1CB0,062D,063B,0681,0675
0C,1CB1,062D,0639,0680,0674
0C,1CB2,062B,0638,067F,0673
0C,1CB3,062C,0639,067F,0673
0C,1CB4,062D,063A,0681,0675
0C,1CB5,062E,063B,0680,0674
0C,1CB6,062D,0639,0680,0674
0C,1CB7,062B,0638,067F,0673
0C,1CB8,062C,0638,067F,0673
0C,1CB9,062D,063B,0681,0675
0C,1CBA,062D,063B,0681,0675
0C,1CBB,062D,0639,0680,0674
0C,1CBC,062B,0638,067F,0673
0C,1CBD,062B,0639,0680,0673
0C,1CBE,062D,063B,0682,0675
0C,1CBF,062D,063A,0680,0675
0C,1CC0,062C,0639,0680,0674
0C,1CC1,062B,0638,067F,0673
0C,1CC2,062B,0638,0680,0673
0C,1CC3,062D,063B,0681,0675
0C,1CC4,062D,063B,0681,0675
0C,1CC5,062C,0639,0680,0675
0C,1CC6,062C,0637,0680,0673
0C,1CC7,062B,0638,067F,0673
0C,1CC8,062D,063B,0681,0675
0C,1CC9,062E,063B,0681,0675
0C,1CCA,062C,0638,0680,0674
0C,1CCB,062B,0637,067F,0673
0C,1CCC,062C,0638,067F,0673
0C,1CCD,062D,063A,0681,0675
0C,1CCE,062D,063B,0681,0675
0C,1CCF,062C,0639,0680,0674
0C,1CD0,062B,0637,067F,0673
0C,1CD1,062B,0639,067F,0673
0C,1CD2,062E,063B,0680,0675
0C,1CD3,062D,063B,0681,0675
0C,1CD4,062C,063A,0681,0674
0C,1CD5,062B,0638,0680,0673
0C,1CD6,062B,0639,0680,0673
0C,1CD7,062D,063B,0681,0674
0C,1CD8,062D,063B,0681,0674
0C,1CD9,062B,0639,0680,0673
0C,1CDA,062B,0637,067F,0672
0C,1CDB,062A,0637,067F,0672
0C,1CDC,062D,063A,0681,0675
0C,1CDD,062E,063C,0681,0675
0C,1CDE,062C,063A,0680,0674
0C,1CDF,062B,0637,067F,0673
0C,1CE0,062B,0638,067F,0673
0C,1CE1,062D,063A,0681,0675
0C,1CE2,062D,063A,0681,0675
