0E,1C57,0673,0665,064E,0659
0E,1C58,0672,0665,064E,0658
0E,1C59,0676,0668,0650,065B
0E,1C5A,0676,0669,0650,065C
0E,1C5B,0675,0668,064F,065B
0E,1C5C,0673,0667,064F,0659
0E,1C5D,0673,0666,064E,0659
0E,1C5E,0675,0668,0650,065C
0E,1C5F,0677,0669,0650,065C
0E,1C60,0674,0667,064F,065B
0E,1C61,0673,0667,064F,0659
0E,1C62,0672,0666,064E,0658
0E,1C63,0675,0668,0650,065B
0E,1C64,0675,0669,0651,065C
0E,1C65,0675,0668,064F,065B
0E,1C66,0674,0666,064E,0659
0E,1C67,0672,0667,064F,0659
0E,1C68,0675,0668,0650,065B
0E,1C69,0676,0668,0650,065C
0E,1C6A,0675,0668,0650,065B
0E,1C6B,0673,0666,064E,0658
0E,1C6C,0672,0665,064E,0659
0E,1C6D,0674,0668,0650,065B
0E,1C6E,0676,0668,0651,065C
0E,1C6F,0675,0668,0650,065B
0E,1C70,0673,0666,064E,0659
0E,1C71,0673,0666,064D,0658
0E,1C72,0675,0668,0650,065A
0E,1C73,0676,0669,0650,065C
0E,1C74,0675,0668,0650,065B
0E,1C75,0674,0667,064F,065A
0E,1C76,0672,0666,064E,0658
0E,1C77,0675,0668,0650,065B
0E,1C78,0676,0669,0651,065D
0E,1C79,0675,0668,0650,065C
0E,1C7A,0674,0667,064F,065A
0E,1C7B,0672,0666,064E,0659
0E,1C7C,0674,0668,064F,065A
0E,1C7D,0676,0669,0651,065C
0E,1C7E,0676,0668,0650,065B
0E,1C7F,0675,0667,064F,065A
0E,1C80,0673,0666,064F,065A
0E,1C81,0675,0668,0650,065B
0E,1C82,0676,0669,0651,065C
0E,1C83,0674,0667,0650,065C
0E,1C84,0673,0666,064E,0659
0E,1C85,0672,0665,064D,0658
0E,1C86,0674,0667,064F,065B
0E,1C87,0675,0669,0650,065B
0E,1C88,0675,0667,0650,065B
0E,1C89,0672,0666,064F,065A
0E,1C8A,0672,0666,064E,0658
0E,1C8B,0675,0666,064F,065B
0E,1C8C,0675,0668,0650,065B
0E,1C8D,0675,0668,064F,065A
0E,1C8E,0673,0667,064F,065A
0E,1C8F,0671,0665,064D,0657
0E,1C90,0674,0667,064E,065A
0E,1C91,0676,0669,0651,065C
0E,1C92,0674,0668,0650,065B
0E,1C93,0673,0667,064F,065A
0E,1C94,0672,0666,064E,0659
0E,1C95,0674,0667,064F,065A
0E,1C96,0675,0668,0650,065B
0E,1C97,0674,0668,0650,065C
0E,1C98,0674,0667,064F,065A
0E,1C99,0673,0665,064D,0659
0E,1C9A,0675,0668,0650,065C
0E,1C9B,0676,0669,0650,065B
0E,1C9C,0676,0668,0650,065C
0E,1C9D,0673,0667,064F,0658
0E,1C9E,0672,0666,064D,0658
0E,1C9F,0673,0666,064F,065A
0E,1CA0,0676,0668,0650,065B
0E,1CA1,0676,0668,064F,065B
0E,1CA2,0674,0667,064F,065A
0E,1CA3,0672,0666,064E,0658
0E,1CA4,0674,0667,064F,065B
0E,1CA5,0675,0668,0651,065C
0E,1CA6,0675,0669,0651,065C
0E,1CA7,0674,0667,064F,065A
0E,1CA8,0672,0665,064E,0658
0E,1CA9,0674,0667,064F,065A
0E,1CAA,0675,0668,0650,065C
0E,1CAB,0675,0667,0650,065D
0E,1CAC,0674,0668,064F,065A
0E,1CAD,0673,0666,064E,0659
0E,1CAE,0673,0667,064F,0659
0E,1CAF,0675,0668,0651,065C
0E,1CB0,0675,0668,064F,065B
0E,1CB1,0674,0667,064E,065A
0E,1CB2,0673,0667,064E,0659
0E,1CB3,0674,0667,064E,0659
0E,1CB4,0675,0668,0651,065B
0E,1CB5,0674,0667,064F,065A
0E,1CB6,0673,0666,064E,0659
0E,1CB7,0672,0665,064D,0658
0E,1CB8,0674,0666,064E,065A
0E,1CB9,0675,0669,0650,065C
0E,1CBA,0676,0669,0651,065B
0E,1CBB,0674,0667,064F,065B
0E,1CBC,0673,0666,064E,0658
0E,1CBD,0673,0667,064E,0659
0E,1CBE,0675,0668,0651,065C
0E,1CBF,0675,0667,0650,065C
0E,1CC0,0674,0667,064F,065A
0E,1CC1,0674,0666,064E,0659
0E,1CC2,0673,0666,064F,065A
0E,1CC3,0675,0669,0651,065C
0E,1CC4,0676,0668,0650,065C
0E,1CC5,0674,0667,064F,065B
0E,1CC6,0673,0665,064E,0659
0E,1CC7,0673,0666,064E,0659
0E,1CC8,0675,0669,0650,065B
0E,1CC9,0676,0669,0650,065B
0E,1CCA,0674,0667,0650,065A
0E,1CCB,0672,0665,064D,0658
0E,1CCC,0673,0666,064E,0658
0E,1CCD,0675,0668,0650,065C
0E,1CCE,0675,0668,0650,065C
0E,1CCF,0674,0667,0650,065A
0E,1CD0,0673,0666,064E,0659
0E,1CD1,0672,0666,064F,0659
0E,1CD2,0675,0669,0650,065B
0E,1CD3,0675,0668,0651,065C
0E,1CD4,0675,0667,0651,065B
0E,1CD5,0673,0666,064E,065A
0E,1CD6,0673,0666,064F,065B
0E,1CD7,0676,0668,0651,065C
0E,1CD8,0676,0669,0651,065C
0E,1CD9,0674,0668,0650,065A
0E,1CDA,0673,0666,064E,0659
0E,1CDB,0672,0666,064E,0659
0E,1CDC,0675,0668,0650,065B
0E,1CDD,0677,066A,0651,065C
0E,1CDE,0674,0668,0650,065A
0E,1CDF,0673,0666,064F,065A
0E,1CE0,0674,0666,064E,0659
0E,1CE1,0676,0668,0651,065C
0E,1CE2,0676,0669,0651,065D
0E,1CE3,0675,0668,064F,065A
0E,1CE4,0673,0666,064E,0659
0E,1CE5,0672,0666,064E,0658
0E,1CE6,0676,0667,0650,065C
0E,1CE7,0675,0668,0650,065C
0E,1CE8,0674,0668,0650,065A
0E,1CE9,0673,0666,064E,0659
0E,1CEA,0672,0665,064D,0659
0E,1CEB,0674,0668,0650,065B
0E,1CEC,0676,0668,0650,065C
0E,1CED,0674,0667,064F,065B
0E,1CEE,0672,0666,064F,0659
0E,1CEF,0673,0666,064D,0659
0E,1CF0,0675,0667,0650,065C
0E,1CF1,0676,0669,0651,065C
0E,1CF2,0674,0667,064F,065B
0E,1CF3,0672,0666,064F,0659
0E,1CF4,0672,0667,064E,0657
0E,1CF5,0675,0668,0651,065B
0E,1CF6,0676,0669,0652,065D
0E,1CF7,0675,0667,064F,065B
0E,1CF8,0673,0666,064E,0659
0E,1CF9,0672,0666,064E,0659
0E,1CFA,0674,0668,0650,065B
0E,1CFB,0676,0668,0650,065C
0E,1CFC,0674,0667,0650,065C
0E,1CFD,0673,0666,064E,0659
0E,1CFE,0672,0665,064D,0659
0E,1CFF,0675,0668,0650,065B
0E,1D00,0676,0669,0651,065C
0E,1D01,0674,0667,0650,065B
0E,1D02,0673,0666,064F,0659
0E,1D03,0673,0666,064D,0659
0E,1D04,0675,0668,0650,065B
0E,1D05,0675,0669,0651,065C
0E,1D06,0675,0668,0650,065A
0E,1D07,0673,0667,064E,0659
0E,1D08,0672,0666,064E,0658
0E,1D09,0675,0668,0650,065B
0E,1D0A,0675,0669,0650,065C
0E,1D0B,0674,0668,0650,065A
0E,1D0C,0673,0666,064E,0659
0E,1D0D,0672,0666,064E,0659
0E,1D0E,0675,0669,064F,065B
0E,1D0F,0676,0669,0650,065C
0E,1D10,0674,0668,064F,065B
0E,1D11,0673,0665,064E,0659
0E,1D12,0673,0665,064D,0659
0E,1D13,0674,0668,0650,065B
0E,1D14,0675,0669,0650,065B
0E,1D15,0674,0668,0650,065B
0E,1D16,0673,0666,064E,0659
0E,1D17,0673,0666,064E,0658
0E,1D18,0676,0667,0650,065C
0E,1D19,0676,0668,0650,065D
0E,1D1A,0675,0667,064F,065B
0E,1D1B,0673,0666,064E,0659
0E,1D1C,0672,0666,064E,0658
0E,1D1D,0675,0667,064F,065B
0E,1D1E,0675,0668,0650,065C
0E,1D1F,0674,0667,064F,0659
0E,1D20,0672,0665,064D,0659
0E,1D21,0672,0665,064E,0659
0E,1D22,0675,0667,0650,065B
0E,1D23,0677,0668,0650,065D
0E,1D24,0674,0667,0650,065B
0E,1D25,0673,0666,064F,0659
0E,1D26,0673,0665,064D,0659
0E,1D27,0675,0667,0650,065B
0E,1D28,0676,0668,0650,065C
0E,1D29,0674,0667,064F,065A
0E,1D2A,0673,0667,064E,0659
0E,1D2B,0672,0666,064D,0658
0E,1D2C,0674,0668,0651,065B
0E,1D2D,0675,0669,0651,065C
0E,1D2E,0675,0667,064F,065B
0E,1D2F,0673,0666,064E,0659
0E,1D30,0672,0666,064E,0659
0E,1D31,0675,0668,0650,065B
0E,1D32,0675,0668,0650,065C
0E,1D33,0675,0668,0650,065A
0E,1D34,0673,0666,064E,0659
0E,1D35,0672,0665,064E,0659
0E,1D36,0674,0668,0650,065A
0E,1D37,0676,0668,0650,065B
0E,1D38,0674,0667,0650,065B
0E,1D39,0673,0667,064F,0659
0E,1D3A,0673,0665,064D,0659
0E,1D3B,0674,0668,064F,065A
0E,1D3C,0675,0668,0651,065C
0E,1D3D,0675,0667,0650,065B
0E,1D3E,0674,0667,064F,065A
0E,1D3F,0672,0666,064E,0659
0E,1D40,0674,0668,064F,065A
0E,1D41,0675,0668,0650,065C
0E,1D42,0675,0667,0650,065A
0E,1D43,0673,0666,064E,0659
0E,1D44,0672,0665,064D,0659
0E,1D45,0674,0667,064F,065A
0E,1D46,0676,0669,0650,065C
0E,1D47,0674,0668,0650,065A
0E,1D48,0673,0667,064E,0659
0E,1D49,0672,0665,064E,0659
0E,1D4A,0674,0668,064F,065A
0E,1D4B,0676,0668,0650,065C
0E,1D4C,0675,0667,0650,065B
0E,1D4D,0673,0667,064F,065A
0E,1D4E,0673,0666,064D,0659
0E,1D4F,0674,0667,064F,065A
0E,1D50,0676,0668,0650,065C
0E,1D51,0676,0668,064F,065B
0E,1D52,0673,0667,064F,065A
0E,1D53,0672,0666,064E,0658
0E,1D54,0674,0667,064F,065B
0E,1D55,0676,0668,0651,065C
0E,1D56,0676,0669,0650,065B
0E,1D57,0674,0667,064F,0659
0E,1D58,0672,0665,064E,0659
0E,1D59,0673,0667,064E,065A
0E,1D5A,0675,0667,0650,065C
0E,1D5B,0674,0668,0650,065B
0E,1D5C,0673,0667,064F,0659
0E,1D5D,0672,0665,064D,0658
0E,1D5E,0673,0667,064F,065A
0E,1D5F,0676,0668,0651,065C
0E,1D60,0676,0667,064F,065C
0E,1D61,0673,0667,064F,065A
0E,1D62,0672,0666,064E,0658
0E,1D63,0674,0667,064F,065A
0E,1D64,0675,0668,0651,065C
0E,1D65,0676,0668,0650,065C
0E,1D66,0673,0667,064F,065A
0E,1D67,0672,0665,064E,0659
0E,1D68,0674,0666,064F,065A
0E,1D69,0675,0668,0650,065C
0E,1D6A,0675,0668,0650,065C
0E,1D6B,0674,0667,064F,065A
0E,1D6C,0672,0665,064E,0659
0E,1D6D,0674,0668,064F,065A
0E,1D6E,0676,0669,0650,065B
0E,1D6F,0675,0668,0650,065C
0E,1D70,0674,0667,064F,065A
0E,1D71,0673,0666,064D,0658
0E,1D72,0673,0667,064F,065A
