0E,0B02,0672,0665,064E,0658
0E,0B03,0675,0667,064F,065B
0E,0B04,0676,0668,064F,065B
0E,0B05,0674,0667,064E,0659
0E,0B06,0672,0666,064D,0658
0E,0B07,0673,0665,064D,0658
0E,0B08,0674,0668,0650,065A
0E,0B09,0675,0668,0650,065B
0E,0B0A,0674,0666,064E,065A
0E,0B0B,0671,0665,064D,0659
0E,0B0C,0673,0666,064D,0658
0E,0B0D,0675,0667,064F,065B
0E,0B0E,0675,0668,0650,065B
0E,0B0F,0674,0667,064E,065A
0E,0B10,0672,0665,064D,0658
0E,0B11,0672,0665,064E,0659
0E,0B12,0675,0668,0650,065B
0E,0B13,0675,0668,0650,065C
0E,0B14,0674,0667,064E,065A
0E,0B15,0672,0665,064E,0658
0E,0B16,0673,0665,064D,0659
0E,0B17,0675,0668,064F,065B
0E,0B18,0676,0669,0650,065B
0E,0B19,0673,0666,064F,065A
0E,0B1A,0672,0665,064E,0659
0E,0B1B,0673,0666,064D,0658
0E,0B1C,0674,0667,064E,065B
0E,0B1D,0675,0668,0650,065B
0E,0B1E,0674,0667,064F,0659
0E,0B1F,0672,0665,064D,0658
0E,0B20,0672,0665,064D,0658
0E,0B21,0675,0668,0650,065B
0E,0B22,0675,0668,064F,065B
0E,0B23,0674,0667,064E,0659
0E,0B24,0673,0667,064E,0658
0E,0B25,0672,0665,064D,0659
0E,0B26,0674,0668,0650,065B
0E,0B27,0676,0668,0650,065B
0E,0B28,0673,0667,064F,065A
0E,0B29,0672,0665,064E,0658
0E,0B2A,0673,0665,064D,0658
0E,0B2B,0674,0668,0650,065A
0E,0B2C,0675,0668,0650,065B
0E,0B2D,0674,0667,064F,0659
0E,0B2E,0672,0666,064D,0658
0E,0B2F,0673,0665,064D,0659
0E,0B30,0675,0668,064F,065B
0E,0B31,0675,0668,0650,065B
0E,0B32,0674,0667,064F,065A
0E,0B33,0673,0666,064D,0658
0E,0B34,0672,0665,064E,0659
0E,0B35,0674,0668,064F,065A
0E,0B36,0675,0669,0650,065B
0E,0B37,0674,0667,064F,065A
0E,0B38,0672,0665,064D,0658
0E,0B39,0672,0665,064E,0658
0E,0B3A,0674,0667,064F,065B
0E,0B3B,0675,0668,064F,065B
0E,0B3C,0673,0667,064F,0659
0E,0B3D,0672,0665,064D,0658
0E,0B3E,0672,0665,064D,0659
0E,0B3F,0675,0668,0650,065B
0E,0B40,0675,0668,064F,065B
0E,0B41,0673,0667,064F,0659
0E,0B42,0672,0666,064E,0658
0E,0B43,0672,0666,064D,0658
0E,0B44,0675,0668,0650,065B
0E,0B45,0675,0668,0650,065B
0E,0B46,0674,0667,064F,065A
0E,0B47,0672,0666,064D,0658
0E,0B48,0672,0666,064E,0658
0E,0B49,0674,0667,064F,065A
0E,0B4A,0675,0668,0650,065C
0E,0B4B,0674,0667,064F,065A
0E,0B4C,0672,0666,064D,0658
0E,0B4D,0672,0666,064E,0659
0E,0B4E,0675,0668,0650,065A
0E,0B4F,0676,0668,0650,065B
0E,0B50,0674,0667,064F,065A
0E,0B51,0673,0666,064D,0658
0E,0B52,0672,0665,064E,0658
0E,0B53,0674,0667,0650,065A
0E,0B54,0675,0668,0650,065B
0E,0B55,0674,0667,064E,065A
0E,0B56,0672,0665,064D,0658
0E,0B57,0672,0666,064D,0658
0E,0B58,0674,0668,064F,065A
0E,0B59,0675,0668,0650,065B
0E,0B5A,0675,0667,064E,065A
0E,0B5B,0672,0665,064D,0658
0E,0B5C,0672,0665,064E,0659
0E,0B5D,0675,0668,064F,065B
0E,0B5E,0675,0668,0650,065B
0E,0B5F,0674,0668,064F,065A
0E,0B60,0672,0665,064D,0658
0E,0B61,0672,0666,064D,0659
0E,0B62,0676,0668,0650,065C
0E,0B63,0675,0668,064F,065B
0E,0B64,0674,0667,064E,0659
0E,0B65,0672,0665,064D,0658
0E,0B66,0673,0666,064D,0658
0E,0B67,0674,0667,064F,065B
0E,0B68,0674,0666,064F,065B
0E,0B69,0674,0666,064E,0659
0E,0B6A,0672,0665,064D,0658
0E,0B6B,0671,0665,064E,0658
0E,0B6C,0675,0667,064F,065B
0E,0B6D,0675,0668,064F,065B
0E,0B6E,0673,0666,064F,065A
0E,0B6F,0671,0666,064E,0658
0E,0B70,0672,0666,064E,0658
0E,0B71,0674,0667,0650,065B
0E,0B72,0676,0669,0650,065B
0E,0B73,0674,0667,064E,065B
0E,0B74,0672,0666,064D,0659
0E,0B75,0672,0666,064D,0658
0E,0B76,0674,0668,0650,065A
0E,0B77,0674,0667,0650,065B
0E,0B78,0673,0666,064E,0659
0E,0B79,0672,0665,064D,0658
0E,0B7A,0672,0665,064D,0659
0E,0B7B,0675,0668,064F,065A
0E,0B7C,0675,0669,0650,065B
0E,0B7D,0674,0666,064F,065A
0E,0B7E,0673,0666,064E,0658
0E,0B7F,0672,0665,064E,0659
0E,0B80,0675,0668,0650,065B
0E,0B81,0675,0669,0650,065B
0E,0B82,0673,0667,064F,065A
0E,0B83,0672,0665,064D,0658
0E,0B84,0672,0666,064D,0658
0E,0B85,0674,0667,064F,065B
0E,0B86,0675,0668,064F,065C
0E,0B87,0675,0667,064F,065A
0E,0B88,0673,0666,064E,0658
0E,0B89,0672,0664,064D,0659
0E,0B8A,0675,0668,064F,065B
0E,0B8B,0675,0668,0650,065C
0E,0B8C,0674,0667,064F,065A
0E,0B8D,0673,0666,064E,0658
0E,0B8E,0672,0666,064D,0658
0E,0B8F,0676,0668,064F,065B
0E,0B90,0676,0669,064F,065B
0E,0B91,0674,0667,064F,065A
0E,0B92,0672,0666,064D,0658
0E,0B93,0672,0666,064D,0658
0E,0B94,0674,0667,064F,065A
0E,0B95,0674,0667,0650,065B
0E,0B96,0674,0667,064F,065A
0E,0B97,0672,0666,064D,0658
0E,0B98,0671,0665,064D,0658
0E,0B99,0675,0668,0650,065A
0E,0B9A,0676,0668,064F,065B
0E,0B9B,0674,0667,064F,065A
0E,0B9C,0673,0666,064D,0658
0E,0B9D,0673,0665,064D,0658
0E,0B9E,0675,0668,064F,065A
0E,0B9F,0675,0668,0650,065B
0E,0BA0,0674,0667,064F,065A
0E,0BA1,0672,0665,064D,0658
0E,0BA2,0672,0665,064E,0658
0E,0BA3,0675,0669,064F,065A
0E,0BA4,0675,0668,0650,065C
0E,0BA5,0674,0667,064F,065A
0E,0BA6,0672,0666,064D,0658
0E,0BA7,0672,0665,064D,0658
0E,0BA8,0675,0668,064F,065B
0E,0BA9,0676,0668,064F,065B
0E,0BAA,0674,0667,064F,065A
0E,0BAB,0673,0665,064D,0659
0E,0BAC,0672,0666,064D,0658
0E,0BAD,0674,0667,064F,065C
0E,0BAE,0675,0667,0650,065B
0E,0BAF,0674,0667,064F,0659
0E,0BB0,0672,0665,064D,0658
0E,0BB1,0673,0666,064D,0658
0E,0BB2,0675,0667,064F,065A
0E,0BB3,0675,0668,064F,065B
0E,0BB4,0674,0668,064E,0659
0E,0BB5,0672,0666,064D,0657
0E,0BB6,0672,0665,064D,0658
0E,0BB7,0675,0668,0650,065A
0E,0BB8,0675,0668,0650,065B
0E,0BB9,0674,0666,064F,065A
0E,0BBA,0672,0665,064D,0658
0E,0BBB,0673,0666,064D,0658
0E,0BBC,0674,0668,0650,065B
0E,0BBD,0675,0668,0650,065B
0E,0BBE,0674,0667,064F,065A
0E,0BBF,0672,0665,064D,0659
0E,0BC0,0672,0666,064D,0658
0E,0BC1,0674,0668,064F,065A
0E,0BC2,0675,0668,0650,065B
0E,0BC3,0674,0667,064F,0659
0E,0BC4,0672,0666,064D,0658
0E,0BC5,0671,0665,064D,0658
0E,0BC6,0674,0668,064F,065A
0E,0BC7,0676,0668,0650,065B
0E,0BC8,0673,0666,064F,065A
0E,0BC9,0672,0665,064E,0659
0E,0BCA,0673,0666,064D,0658
0E,0BCB,0674,0668,0650,065B
0E,0BCC,0675,0669,0650,065B
0E,0BCD,0674,0667,064F,065A
0E,0BCE,0671,0665,064E,0659
0E,0BCF,0672,0665,064E,0658
0E,0BD0,0675,0667,064F,065B
0E,0BD1,0676,0668,0650,065C
0E,0BD2,0674,0667,064F,065A
0E,0BD3,0673,0667,064E,0658
0E,0BD4,0672,0665,064D,0659
0E,0BD5,0675,0667,064F,065B
0E,0BD6,0675,0668,0650,065B
0E,0BD7,0674,0666,064E,065A
0E,0BD8,0672,0666,064E,0658
0E,0BD9,0672,0666,064D,0657
0E,0BDA,0674,0667,064F,065A
0E,0BDB,0675,0668,0650,065B
0E,0BDC,0674,0666,064E,065A
0E,0BDD,0672,0665,064D,0658
0E,0BDE,0672,0664,064D,0659
0E,0BDF,0674,0667,064F,065A
0E,0BE0,0675,0668,0650,065B
0E,0BE1,0673,0666,064F,0659
0E,0BE2,0672,0665,064D,0657
0E,0BE3,0672,0664,064D,0658
0E,0BE4,0674,0667,064F,065B
0E,0BE5,0676,0669,0650,065B
0E,0BE6,0673,0667,064F,065A
0E,0BE7,0672,0665,064D,0658
0E,0BE8,0673,0666,064C,0657
0E,0BE9,0674,0668,064F,065A
0E,0BEA,0675,0668,0650,065B
0E,0BEB,0673,0667,064F,065A
0E,0BEC,0673,0666,064D,0658
0E,0BED,0672,0665,064E,0659
0E,0BEE,0674,0667,064F,065A
0E,0BEF,0675,0668,064F,065A
0E,0BF0,0673,0667,064F,0659
0E,0BF1,0672,0666,064D,0657
0E,0BF2,0672,0665,064C,0658
0E,0BF3,0675,0667,064F,065A
0E,0BF4,0676,0668,0650,065B
0E,0BF5,0674,0667,064F,0659
0E,0BF6,0673,0666,064E,0658
0E,0BF7,0671,0666,064E,0657
0E,0BF8,0675,0667,064F,065A
0E,0BF9,0676,0668,0650,065C
0E,0BFA,0675,0667,064E,065A
0E,0BFB,0672,0665,064D,0658
0E,0BFC,0672,0666,064E,0658
0E,0BFD,0675,0668,064F,065A
0E,0BFE,0675,0668,064F,065B
0E,0BFF,0674,0668,064F,0659
0E,0C00,0672,0665,064D,0658
0E,0C01,0672,0665,064D,0658
0E,0C02,0674,0668,064F,065B
0E,0C03,0676,0669,0650,065B
0E,0C04,0674,0667,064F,065A
0E,0C05,0672,0666,064D,0658
0E,0C06,0673,0666,064D,0658
0E,0C07,0675,0668,0650,065B
0E,0C08,0675,0668,0650,065C
0E,0C09,0674,0667,064F,0659
0E,0C0A,0673,0665,064D,0659
0E,0C0B,0671,0665,064E,0659
0E,0C0C,0674,0668,064F,065A
0E,0C0D,0675,0668,0650,065B
0E,0C0E,0674,0667,064F,0659
0E,0C0F,0672,0665,064D,0658
0E,0C10,0672,0665,064D,0658
0E,0C11,0675,0668,064F,065B
0E,0C12,0675,0669,0650,065B
0E,0C13,0674,0667,064E,0659
0E,0C14,0671,0665,064E,0659
0E,0C15,0672,0666,064E,0658
0E,0C16,0675,0667,064F,065C
0E,0C17,0675,0667,0650,065C
0E,0C18,0674,0667,064F,065A
0E,0C19,0672,0666,064E,0659
0E,0C1A,0672,0665,064E,0658
0E,0C1B,0675,0668,064F,065B
0E,0C1C,0675,0668,064F,065B
0E,0C1D,0673,0667,064F,0659
0E,0C1E,0672,0666,064D,0658
0E,0C1F,0672,0666,064C,0657
0E,0C20,0674,0667,0650,065B
0E,0C21,0675,0668,0651,065B
0E,0C22,0674,0666,064E,0659
0E,0C23,0673,0666,064D,0659
0E,0C24,0673,0666,064D,0658
0E,0C25,0674,0667,0650,065B
0E,0C26,0674,0668,0650,065C
0E,0C27,0674,0667,064F,065A
0E,0C28,0672,0666,064D,0658
0E,0C29,0672,0665,064D,0659
0E,0C2A,0674,0668,0650,065B
0E,0C2B,0675,0669,0650,065B
0E,0C2C,0673,0667,064E,0659
0E,0C2D,0672,0666,064D,0658
0E,0C2E,0672,0666,064D,0658
0E,0C2F,0674,0668,064F,065B
0E,0C30,0675,0669,0650,065B
0E,0C31,0674,0667,064F,065A
0E,0C32,0672,0666,064E,0659
0E,0C33,0672,0665,064E,0658
0E,0C34,0675,0668,064F,065A
0E,0C35,0675,0668,0650,065C
0E,0C36,0673,0667,064F,065A
0E,0C37,0672,0666,064E,0658
0E,0C38,0671,0664,064D,0658
0E,0C39,0674,0667,0650,065B
0E,0C3A,0676,0669,0650,065B
0E,0C3B,0674,0667,064F,065A
0E,0C3C,0671,0666,064E,0658
0E,0C3D,0672,0666,064D,0658
0E,0C3E,0675,0668,0650,065B
0E,0C3F,0675,0668,0650,065B
0E,0C40,0674,0668,064F,065A
0E,0C41,0673,0666,064D,0658
0E,0C42,0672,0665,064D,0658
0E,0C43,0675,0668,064F,065A
0E,0C44,0675,0668,0650,065C
0E,0C45,0674,0667,064F,065A
0E,0C46,0673,0666,064D,0658
0E,0C47,0672,0665,064D,0659
0E,0C48,0675,0668,0650,065A
0E,0C49,0675,0668,0650,065A
0E,0C4A,0673,0667,064F,065A
0E,0C4B,0672,0666,064E,0658
0E,0C4C,0672,0665,064D,0657
0E,0C4D,0675,0667,064F,065A
0E,0C4E,0674,0668,0650,065A
0E,0C4F,0674,0667,064F,065A
0E,0C50,0673,0666,064D,0658
0E,0C51,0671,0665,064E,0659
0E,0C52,0675,0669,064F,065A
0E,0C53,0676,0669,0650,065B
0E,0C54,0673,0667,0650,065A
0E,0C55,0673,0666,064D,0657
0E,0C56,0672,0665,064D,0658
0E,0C57,0675,0668,064F,065A
0E,0C58,0676,0669,064F,065A
0E,0C59,0674,0667,064F,065A
0E,0C5A,0672,0666,064E,0658
0E,0C5B,0672,0666,064D,0658
0E,0C5C,0674,0667,0650,065B
0E,0C5D,0675,0668,0650,065B
0E,0C5E,0675,0667,064E,065A
0E,0C5F,0672,0666,064D,0658
0E,0C60,0671,0665,064E,0658
0E,0C61,0675,0667,064F,065A
0E,0C62,0675,0668,0650,065C
0E,0C63,0674,0667,064E,0659
0E,0C64,0673,0666,064D,0658
0E,0C65,0672,0665,064D,0658
0E,0C66,0674,0668,064F,065A
0E,0C67,0675,0668,0650,065A
0E,0C68,0674,0667,064F,065A
0E,0C69,0671,0665,064D,0658
0E,0C6A,0672,0665,064D,0658
0E,0C6B,0675,0667,064F,065A
0E,0C6C,0674,0668,0650,065C
0E,0C6D,0674,0667,064F,065A
0E,0C6E,0672,0665,064D,0658
0E,0C6F,0671,0665,064D,0658
0E,0C70,0674,0668,064F,065B
0E,0C71,0675,0668,0650,065B
0E,0C72,0674,0667,064F,065A
0E,0C73,0672,0665,064D,0659
0E,0C74,0672,0666,064C,0658
0E,0C75,0674,0668,064F,065A
