,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,67.57491463678528,22.15766063311662,-0.01588352084712111,0.0314361350099272,1440,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
1,0.02,67.20613479569997,22.563202506879207,-0.015562913907284768,0.031788079470198675,1439,1534,1582,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
2,0.04,67.02449634032445,22.390533597463047,-0.01540500248467782,0.03163823090939208,1439,1533,1581,1484,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
3,0.06,67.4055648608066,22.390533597463047,-0.015736292860692398,0.03163823090939208,1438,1533,1581,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
4,0.08,67.76828306861951,22.354336610836917,-0.016051629985106734,0.031606817805725634,1439,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
5,0.1,67.76828306861951,22.354336610836917,-0.016051629985106734,0.031606817805725634,1439,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
6,0.12,67.39357959033953,22.366394283863563,-0.015725873199801357,0.031617281906969046,1439,1534,1582,1486,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
7,0.14,67.03036864726809,22.02074635318771,-0.015410107705053853,0.03131731565865783,1439,1532,1580,1484,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
8,0.16,67.4055648608066,22.390533597463047,-0.015736292860692398,0.03163823090939208,1438,1533,1581,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
9,0.18,67.76828306861951,22.354336610836917,-0.016051629985106734,0.031606817805725634,1439,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
10,0.2,67.76217439271193,21.96104972602584,-0.016046319272125725,0.031265508684863524,1440,1534,1583,1488,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
11,0.22,67.39957024092818,22.378459943426414,-0.015731081304851798,0.03162775293922835,1439,1533,1582,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
12,0.24,67.02449634032445,22.390533597463047,-0.01540500248467782,0.03163823090939208,1439,1533,1581,1484,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
13,0.26,67.21206435007485,22.193656186676684,-0.015568068896985757,0.03146737330241802,1439,1533,1581,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
14,0.28,67.76828306861951,22.354336610836917,-0.016051629985106734,0.031606817805725634,1439,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
15,0.3,67.57491463678528,22.15766063311662,-0.01588352084712111,0.0314361350099272,1440,1534,1583,1487,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
16,0.32,67.20613479569997,22.563202506879207,-0.015562913907284768,0.031788079470198675,1439,1534,1582,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
17,0.34,67.21799783390924,22.58747624264663,-0.015573227302849569,0.03180914512922465,1438,1533,1581,1484,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
18,0.36,67.4055648608066,22.390533597463047,-0.015736292860692398,0.03163823090939208,1438,1533,1581,1485,-1150.2553290754047,49.304810137903935,1152.2894079644623,-14.065864766163301
