,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,9.035201090809593,-11.059666997519752,0.02900107411385607,-0.005063679607181218,1685,1668,1574,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
1,0.02,8.663063281411553,-11.411662796062714,0.029325963457699986,-0.0053738676493167515,1685,1667,1572,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
2,0.04,8.854315870874608,-11.234702010659477,0.029158993247391036,-0.0052179251074278695,1685,1668,1573,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
3,0.06,9.416953492929181,-11.402314079007297,0.02866779089376054,-0.005365629311666411,1686,1669,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
4,0.08,9.597558388805062,-11.227441180064943,0.02851011649294911,-0.005211526670754138,1686,1669,1576,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
5,0.1,8.864564280947725,-11.232885132061796,0.029150046026388463,-0.005216324025774778,1685,1669,1573,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
6,0.12,8.663063281411553,-11.063196045477195,0.029325963457699986,-0.005066789497927222,1684,1668,1572,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
7,0.14,9.02500349043865,-11.061430979818052,0.02900997697620875,-0.005065234075211052,1684,1668,1573,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
8,0.16,9.23629321376724,-11.229254717789336,0.02882551364612082,-0.005213124808341,1686,1669,1575,1592,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
9,0.18,9.075928978268102,-11.400447774204789,0.028965517241379312,-0.0053639846743295016,1687,1670,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
10,0.2,9.035201090809593,-11.059666997519752,0.02900107411385607,-0.005063679607181218,1685,1668,1574,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
11,0.22,8.492378818889257,-11.2365200049333,0.02947497697267424,-0.0052195271722443965,1685,1668,1572,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
12,0.24,9.205890275382899,-11.234702010659477,0.028852056476365868,-0.0052179251074278695,1684,1668,1573,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
13,0.26,9.427018452563281,-11.400447774204789,0.028659003831417625,-0.0053639846743295016,1687,1669,1576,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
14,0.28,9.437077243997813,-11.398582613146601,0.028650222154129004,-0.005362341044890455,1687,1670,1576,1594,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
15,0.3,8.864564280947725,-10.884685692576758,0.029150046026388463,-0.00490948143602332,1685,1669,1574,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
16,0.32,8.492378818889257,-11.2365200049333,0.02947497697267424,-0.0052195271722443965,1685,1668,1572,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
