,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,8.994373088709914,-11.066729430872591,0.029036718389921647,-0.0050699032109387,1683,1666,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
1,0.02,9.748217658683295,-11.05790409758519,0.02837858567264918,-0.0050621260929590425,1684,1668,1575,1592,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
2,0.04,9.416953492929181,-11.402314079007297,0.02866779089376054,-0.005365629311666411,1686,1669,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
3,0.06,9.035201090809593,-11.059666997519752,0.02900107411385607,-0.005063679607181218,1685,1668,1574,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
4,0.08,8.652745105703445,-11.064962195495522,0.029334971586545844,-0.005068345876209491,1684,1667,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
5,0.1,9.175431294715814,-10.891532010280919,0.028878648233486945,-0.004915514592933948,1683,1666,1573,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
6,0.12,9.557464679891183,-11.234702010659477,0.0285451197053407,-0.0052179251074278695,1684,1667,1574,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
7,0.14,9.758187193000268,-11.4041815286065,0.028369881919950928,-0.005367274957828554,1685,1668,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
8,0.16,9.02500349043865,-11.409790756727258,0.02900997697620875,-0.005372217958557176,1685,1667,1573,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
9,0.18,8.471634422280793,-11.240159344622466,0.029493087557603687,-0.0052227342549923195,1684,1667,1571,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
10,0.2,9.16526582052883,-11.241980692097513,0.028887523048555623,-0.005224339274738783,1683,1665,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
11,0.22,9.205890275382899,-11.583008325356143,0.028852056476365868,-0.0055248618784530384,1685,1667,1573,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
12,0.24,9.23629321376724,-11.229254717789336,0.02882551364612082,-0.005213124808341,1686,1669,1575,1592,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
13,0.26,9.205890275382899,-10.886395695962811,0.028852056476365868,-0.004910988336402701,1684,1668,1574,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
14,0.28,8.652745105703445,-11.064962195495522,0.029334971586545844,-0.005068345876209491,1684,1667,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
15,0.3,9.16526582052883,-10.893246219669198,0.028887523048555623,-0.004917025199754148,1682,1666,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
16,0.32,9.21603080745524,-11.232885132061796,0.028843203436637006,-0.005216324025774778,1685,1668,1574,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
17,0.34,9.587544182760794,-11.229254717789336,0.028518859245630176,-0.005213124808341,1685,1669,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
18,0.36,9.02500349043865,-11.409790756727258,0.02900997697620875,-0.005372217958557176,1685,1667,1573,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
19,0.38,8.652745105703445,-11.41353598547609,0.029334971586545844,-0.005375518353555522,1684,1667,1571,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
20,0.4,8.642420589128413,-11.41541032602753,0.029343985251190658,-0.005377170072207713,1684,1666,1571,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
21,0.42,9.035201090809593,-11.407919866410882,0.02900107411385607,-0.0053705692803437165,1685,1668,1573,1591,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
22,0.44,9.758187193000268,-11.4041815286065,0.028369881919950928,-0.005367274957828554,1685,1668,1575,1593,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
23,0.46,9.02500349043865,-11.061430979818052,0.02900997697620875,-0.005065234075211052,1684,1668,1573,1590,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
24,0.48,8.823532858498304,-11.240159344622466,0.029185867895545316,-0.0052227342549923195,1684,1666,1572,1588,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
25,0.5,9.175431294715814,-11.240159344622466,0.028878648233486945,-0.0052227342549923195,1683,1666,1572,1589,-1145.4294098879957,42.253884299161776,1134.7819732817413,-5.313494660816137
