,T [s],r_x,r_y,x_raw,y_raw,V1(Y1),V2(X2),V3(Y2),V4(X1),x-axis coefficient: a,x-axis offset: b,y-axis coefficient: a,y-axis offset: b
0,0.0,74.25316320750026,7.576826153568251,-0.017176764522173642,0.005309181761399126,1565,1582,1637,1620,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
1,0.02,74.40454089849408,7.390233177764319,-0.0173085919226571,0.005145797598627788,1567,1584,1639,1623,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
2,0.04,74.21627271604405,7.209484915506888,-0.017144638403990026,0.004987531172069825,1568,1585,1639,1624,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
3,0.06,74.23470069633153,7.214816596759799,-0.0171606864274571,0.0049921996879875195,1567,1583,1638,1622,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
4,0.08,74.42315381604324,7.039235742384586,-0.017324800998907444,0.004838457936631809,1566,1582,1637,1622,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
5,0.1,74.42936587122111,7.397573394554265,-0.017330210772833723,0.005152224824355972,1565,1582,1637,1621,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
6,0.12,74.22241154535715,7.567372841994732,-0.017149984409105083,0.005300904271905207,1567,1585,1639,1623,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
7,0.14,74.04033897455948,7.03234468875145,-0.016991426344505067,0.0048324240062353856,1568,1585,1638,1624,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
8,0.16,74.23470069633153,7.214816596759799,-0.0171606864274571,0.0049921996879875195,1567,1583,1638,1622,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
9,0.18,74.24700519435677,7.218376599561202,-0.017171401810802372,0.004995316890415236,1566,1582,1637,1621,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
10,0.2,74.42936587122111,6.684348996464445,-0.017330210772833723,0.004527712724434036,1566,1581,1636,1622,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
11,0.22,74.22241154535715,7.211261034248762,-0.017149984409105083,0.004989086373557842,1568,1584,1639,1623,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
12,0.24,74.03425784884165,7.030624610029792,-0.01698613059061867,0.004830917874396135,1569,1585,1639,1624,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
13,0.26,74.58672706053716,7.213038260987358,-0.017467248908296942,0.004990642545227698,1567,1583,1639,1623,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
14,0.28,74.42315381604324,7.39573662187306,-0.017324800998907444,0.0051506165131887,1566,1582,1638,1621,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
15,0.3,73.89454291479862,7.220158268670898,-0.016864459712679577,0.004996876951905059,1566,1582,1636,1620,-1148.3021772306445,54.52904710891018,1142.0505674413241,1.513472110313251
